Gene_symbol	Ensembl_ID	dataset	model	aic	r2	coef_a	coef_b	coef_c	n_points
MKL1	ENSG00000196588	GSE162694	linear	-26.351065495795	0.480606212871753	-0.0254993606542002	0.0150818686827887	NA	4
MKL2	ENSG00000186260	GSE130970	linear	-40.250516242137	0.584154885504408	0.00828571052023178	-0.00327001842463588	NA	4
MKL2	ENSG00000186260	GSE135251	linear	-40.2882628684392	0.43484378690798	0.00705587201205965	0.00240871397476762	NA	4
MKL2	ENSG00000186260	GSE162694	linear	-30.0314771561519	0.321278766631488	0.0181365377585596	-0.00680936045816256	NA	4
MYH10	ENSG00000133026	GSE130970	sigmoid	-42.8274005488104	0.983324110522385	0.0321780308799806	3.28414102115855	2.99592012484173	4
MYH10	ENSG00000133026	GSE135251	linear	-38.1410392470904	0.776404445436057	-0.0183735521764763	0.00669238930412121	NA	4
MYH10	ENSG00000133026	GSE162694	linear	-43.3032921263718	0.978299928957537	-0.0220373257016205	0.0126482943204908	NA	4
MYH9	ENSG00000100345	GSE130970	power_law	-37.2537537092252	0.624636215793902	0.000824493200185071	2.35989946331456	NA	4
MYH9	ENSG00000100345	GSE135251	power_law	-34.4697776726358	0.242680889654486	-0.00719558965030552	-2.38149882732957e+29	NA	4
MYH9	ENSG00000100345	GSE162694	power_law	-37.2671330955372	0.969356972730401	7.11703846716169e-06	6.47857499615784	NA	4
MYL9	ENSG00000101335	GSE130970	power_law	-34.8997853736742	0.992024274692293	0.000475133078759933	4.20702732410394	NA	4
MYL9	ENSG00000101335	GSE135251	linear	-33.1838241859215	0.778764977890614	-0.0381644388372989	0.0125215021587854	NA	4
MYL9	ENSG00000101335	GSE162694	linear	-20.5272219918179	0.836200754118177	-0.152860702169274	0.0733611373106715	NA	4
MYLK	ENSG00000065534	GSE130970	linear	-38.9232873356334	0.794642676437049	0.0131605303805711	-0.0064066922595355	NA	4
MYLK	ENSG00000065534	GSE135251	linear	-38.8075445164	0.909855247643738	0.0170524622363628	-0.0104978957155136	NA	4
MYLK	ENSG00000065534	GSE162694	linear	-37.1551640074156	0.765939176118477	-0.0241217845265226	0.00734888702853644	NA	4
NOS3	ENSG00000164867	GSE130970	power_law	-35.7862112169447	0.454945037964816	0.0135382432886768	-12508212.5090195	NA	4
NOS3	ENSG00000164867	GSE135251	linear	-25.5013492824592	0.144690689508952	-0.0169446499778772	0.00717126739086214	NA	4
NOS3	ENSG00000164867	GSE162694	linear	-24.216232689357	0.0231087795769536	-0.0276768054867962	0.00314896261879219	NA	4
NUP153	ENSG00000124789	GSE130970	linear	-37.7181035595929	0.440083347167621	0.00830081229677265	-0.00335686887257884	NA	4
NUP153	ENSG00000124789	GSE135251	linear	-41.1761238008485	0.929495475509714	0.0174731915009303	-0.00892316367236518	NA	4
NUP153	ENSG00000124789	GSE162694	power_law	-29.6020699336527	0.197695310586384	2.48347600792037e-07	7.22856862332738	NA	4
NUP62	ENSG00000213024	GSE130970	linear	-28.6146508886814	0.163141169504316	0.0118117888125713	-0.00521652980774394	NA	4
NUP62	ENSG00000213024	GSE135251	power_law	-31.2168367211581	0.0769948253724004	-2.17475284524983e-05	4.02177194477058	NA	4
NUP62	ENSG00000213024	GSE162694	power_law	-36.7543408206529	0.916611221060404	0.000806829739724232	2.89650777135919	NA	4
NUP93	ENSG00000102900	GSE130970	power_law	-36.3169560786443	0.819767175307497	0.000831619878173235	2.71350611978331	NA	4
NUP93	ENSG00000102900	GSE135251	power_law	-36.6447448753113	0.595399708095793	0.0106627169343175	0.613580763120001	NA	4
NUP93	ENSG00000102900	GSE162694	power_law	-33.5850416333095	0.891713804195301	5.02959795048256e-05	5.07870174223573	NA	4
PFN1	ENSG00000108518	GSE130970	linear	-33.231682665174	0.407782076291828	0.0038033335036552	0.00550497529213127	NA	4
PFN1	ENSG00000108518	GSE135251	linear	-58.6371346115503	0.877836760711076	-0.00420890100075799	-0.000742741592235765	NA	4
PFN1	ENSG00000108518	GSE162694	linear	-24.8818966198028	0.43483408639906	-0.0389942767874744	0.0165249114886197	NA	4
PIEZO1	ENSG00000103335	GSE130970	linear	-36.8458540389956	0.0693586915691598	0.00807039546655272	0.00115276167349042	NA	4
PIEZO1	ENSG00000103335	GSE135251	linear	-33.0621673498321	0.853455444063765	-0.014234502087251	0.0163527240820099	NA	4
PIEZO1	ENSG00000103335	GSE162694	linear	-29.0845318845705	0.839130775148949	-0.0507566059200647	0.0254446223111841	NA	4
PKNOX1	ENSG00000160199	GSE130970	linear	-32.7284460156618	0.200824568474443	0.0020387100946138	-0.00354151065652684	NA	4
PKNOX1	ENSG00000160199	GSE135251	linear	-51.426711530008	0.92791209460556	-0.00376696021157827	0.00244824128057273	NA	4
PKNOX1	ENSG00000160199	GSE162694	linear	-33.8030980209992	0.389763887682232	0.00586442869168418	-0.00493643714196792	NA	4
PLEC	ENSG00000178209	GSE130970	power_law	-41.6418040201813	0.77104498525323	-0.00221929781455218	1.42364459041664	NA	4
PLEC	ENSG00000178209	GSE135251	linear	-28.7150047386836	0.0013385279671685	-0.00962699834345917	-0.00042715224778294	NA	4
PLEC	ENSG00000178209	GSE162694	linear	-26.1984055246607	0.530686560133621	-0.057661051619223	0.0169935381819326	NA	4
PSPC1	ENSG00000121390	GSE130970	power_law	-39.7201007272659	0.125278510112271	0.00406671125573955	0.411081191340896	NA	4
PSPC1	ENSG00000121390	GSE135251	linear	-39.495135473499	0.813186521769026	-0.00689744719092645	0.00632630593070173	NA	4
PSPC1	ENSG00000121390	GSE162694	linear	-32.0902386018621	0.287034796188792	0.0223497291204684	-0.00485490286569972	NA	4
PTK2	ENSG00000169398	GSE130970	linear	-46.6186228887477	0.835528301773602	0.00599492586004523	-0.00280532248117272	NA	4
PTK2	ENSG00000169398	GSE135251	linear	-56.6743022502952	0.994506413157375	0.00536101071868253	-0.00476467011492986	NA	4
PTK2	ENSG00000169398	GSE162694	linear	-37.2713593975845	0.0297575227339547	-0.00656837583353022	-0.000701195567496078	NA	4
PXN	ENSG00000089159	GSE130970	power_law	-27.7822778120525	0.0844057152831973	-4.87104511257018e-07	6.53532924386358	NA	4
PXN	ENSG00000089159	GSE135251	linear	-33.7220287640754	0.0854003983880301	-0.00904205129910871	0.0019066773176188	NA	4
PXN	ENSG00000089159	GSE162694	linear	-36.9214164479811	0.27101913521441	-0.0161071725690061	-0.00255046939780863	NA	4
RAD21	ENSG00000164754	GSE130970	linear	-41.249329069711	0.665732651125783	-0.00226855693466231	0.00343662846350149	NA	4
RAD21	ENSG00000164754	GSE135251	linear	-35.8084357679312	0.853559891536729	0.0267418995530435	-0.0116060744856522	NA	4
RAD21	ENSG00000164754	GSE162694	sigmoid	-55.449544394363	0.99867922079398	0.0238878059928109	10.1034149534106	3.03200380162606	4
RHOA	ENSG00000067560	GSE130970	power_law	-40.2949562175291	0.905154227788692	0.00413736804607992	1.45648219123267	NA	4
RHOA	ENSG00000067560	GSE135251	linear	-50.2750257780713	0.0590243035371443	0.00308402615712221	-0.000197369290664353	NA	4
RHOA	ENSG00000067560	GSE162694	power_law	-53.272063269056	0.998787705973952	8.86736197058441e-06	6.11971816591942	NA	4
ROCK1	ENSG00000067900	GSE130970	linear	-45.9725947459932	0.0345994624118037	-0.0028384560990508	0.000255446238678774	NA	4
ROCK1	ENSG00000067900	GSE135251	linear	-34.1595289677374	0.557491259515427	0.0204706919652236	-0.00663086780700795	NA	4
ROCK1	ENSG00000067900	GSE162694	linear	-38.2276852271838	0.430947742881322	0.0095573646877854	-0.00309172792332002	NA	4
ROCK2	ENSG00000134318	GSE130970	power_law	-49.2995858016755	0.637934866248394	-0.00704549088204391	-0.519280018817952	NA	4
ROCK2	ENSG00000134318	GSE135251	linear	-34.9625983051117	0.632011395440117	0.0231535150534477	-0.0070026345437992	NA	4
ROCK2	ENSG00000134318	GSE162694	power_law	-45.0247695860676	0.940060378688181	0.00146666350571553	1.87345237231312	NA	4
SERPINE1	ENSG00000106366	GSE130970	power_law	-19.9556413669024	0.177930745074831	0.0561860091599719	-991114103213546112	NA	4
