Gene_symbol	Ensembl_ID	dataset	model	aic	r2	coef_a	coef_b	coef_c	n_points
SERPINE1	ENSG00000106366	GSE135251	linear	-36.5321973559729	0.707259740944317	0.0403017463024564	-0.00682583693485161	NA	4
SERPINE1	ENSG00000106366	GSE162694	power_law	-18.2573693339864	0.812759753855097	2.89937692736307e-15	22.866017405038	NA	4
SETDB1	ENSG00000143379	GSE130970	power_law	-41.5722756820465	0.87043783454705	-0.00546762181938668	1.09634884299628	NA	4
SETDB1	ENSG00000143379	GSE135251	linear	-35.8832662402318	0.308881596818701	-0.0134322675892041	0.00318387387264913	NA	4
SETDB1	ENSG00000143379	GSE162694	power_law	-46.1060251324753	0.994861289271576	-1.55082267764997e-05	5.82127374180008	NA	4
SMAD2	ENSG00000175387	GSE130970	power_law	-38.0798971715537	0.74432759254748	0.00114125346553588	2.205996585417	NA	4
SMAD2	ENSG00000175387	GSE135251	power_law	-35.1721720287109	0.0990524386293696	0.00563753296744983	0.473206434327506	NA	4
SMAD2	ENSG00000175387	GSE162694	power_law	-42.3129188768498	0.986130910847342	2.36040119899156e-11	15.4759343250206	NA	4
SMAD3	ENSG00000166949	GSE130970	power_law	-43.1592273388123	0.653065317586256	-0.0125922276919793	0.337513448376134	NA	4
SMAD3	ENSG00000166949	GSE135251	linear	-37.4554271827244	0.287838397552048	0.00387345050314941	0.00248755992275314	NA	4
SMAD3	ENSG00000166949	GSE162694	power_law	-35.4131147126884	0.807730236122862	-0.00260518337686789	1.93685483558019	NA	4
SMC1A	ENSG00000072501	GSE130970	power_law	-24.8779355065711	0.0251836692412851	1.4819145417401e-06	5.49562539011665	NA	4
SMC1A	ENSG00000072501	GSE135251	power_law	-43.019888792328	0.961790951337823	-2.05951447753495e-05	5.12087218647925	NA	4
SMC1A	ENSG00000072501	GSE162694	power_law	-31.8536032919033	0.0435311841962548	-0.0182709432100367	-0.223459325929801	NA	4
SMC3	ENSG00000108055	GSE130970	power_law	-36.469367062532	0.670768320631664	2.80132386891414e-12	16.2658584555823	NA	4
SMC3	ENSG00000108055	GSE135251	power_law	-44.853254697502	0.962851808350473	-0.000419559351379375	2.85633812638757	NA	4
SMC3	ENSG00000108055	GSE162694	linear	-39.2426145983806	0.738442377853813	-0.00227045431911781	0.00525826386839989	NA	4
SRC	ENSG00000197122	GSE130970	power_law	-29.3073465019858	0.867774294643207	0.00728120928696232	1.84135431273949	NA	4
SRC	ENSG00000197122	GSE135251	linear	-33.5498903587335	0.795303619745439	0.0564029879260519	0.0125666349322973	NA	4
SRC	ENSG00000197122	GSE162694	power_law	-37.3173766759846	0.991355700140782	0.000121262177735436	4.93764624631051	NA	4
SRF	ENSG00000112658	GSE130970	power_law	-27.5417008498614	0.0809573328491434	-0.0169860294124232	0.378614001536305	NA	4
SRF	ENSG00000112658	GSE135251	linear	-41.1560292583361	0.508104539873914	-0.00459978657698244	0.00250400223438791	NA	4
SRF	ENSG00000112658	GSE162694	linear	-18.2547856007235	0.493976910928149	-0.101594369837461	0.042618504733126	NA	4
SUN1	ENSG00000164828	GSE130970	linear	-41.8701075333905	0.926130117155131	0.0105573077250685	-0.00797869471787246	NA	4
SUN1	ENSG00000164828	GSE135251	linear	-48.0115394298491	0.870480078268252	0.00113363937013402	0.00271107750403919	NA	4
SUN1	ENSG00000164828	GSE162694	linear	-47.9633639910455	0.662678433728842	-0.00309316741549545	-0.00147460416817896	NA	4
SUN2	ENSG00000100242	GSE130970	power_law	-32.6466936721199	0.718310960690582	-0.00654829277487564	1.38334523955278	NA	4
SUN2	ENSG00000100242	GSE135251	linear	-39.4785286795798	0.86155919227793	-0.00753606882627728	-0.00758003542232549	NA	4
SUN2	ENSG00000100242	GSE162694	linear	-25.7154155402716	0.437227070831627	-0.0638829065167539	0.0149624658034743	NA	4
SUV39H1	ENSG00000101945	GSE130970	power_law	-29.0597168983276	0.53098138272866	-0.00101874655295846	2.77767468703972	NA	4
SUV39H1	ENSG00000101945	GSE135251	linear	-34.0662416868322	0.721718440219806	-0.00545863441380125	-0.00962538745889669	NA	4
SUV39H1	ENSG00000101945	GSE162694	power_law	-27.03432377544	0.13999983173243	-0.0378284822611199	0.260566057953314	NA	4
SUV39H2	ENSG00000152455	GSE130970	linear	-34.3106275825964	0.675225438363772	0.0030125157574988	0.00835878199304251	NA	4
SUV39H2	ENSG00000152455	GSE135251	linear	-28.7102240807099	0.50411271372508	0.0277502872971359	-0.011770908501642	NA	4
SUV39H2	ENSG00000152455	GSE162694	linear	-33.504846216435	0.0668776931478503	0.0182742310303448	-0.00171642274066248	NA	4
SUZ12	ENSG00000178691	GSE130970	linear	-37.4369501682435	0.0208711930031396	0.00941354643000286	-0.000572591959716486	NA	4
SUZ12	ENSG00000178691	GSE135251	linear	-30.3452710575166	0.33221519507667	0.03028212385207	-0.00671224253412997	NA	4
SUZ12	ENSG00000178691	GSE162694	linear	-38.2083172306968	0.237684509370752	0.0173726121535501	-0.00198860960055693	NA	4
SYNE1	ENSG00000131018	GSE130970	power_law	-35.8459553586053	0.474941523723429	-0.00791528652995395	0.696577351843277	NA	4
SYNE1	ENSG00000131018	GSE135251	linear	-34.9628511066008	0.0946164739062285	0.00586712602023213	0.00172730708416176	NA	4
SYNE1	ENSG00000131018	GSE162694	power_law	-33.3985597758663	0.87422379693465	-3.04555294731056e-05	5.43832313076423	NA	4
SYNE2	ENSG00000054654	GSE130970	power_law	-32.5732852836004	0.064009649021411	-0.00968831612526277	0.295645166297265	NA	4
SYNE2	ENSG00000054654	GSE135251	linear	-44.2857127095246	0.746878669871312	0.00400365497512993	-0.00286190165799586	NA	4
SYNE2	ENSG00000054654	GSE162694	linear	-36.1357760187303	0.180477711834165	-0.00278014344759923	-0.00216550664110074	NA	4
SYNE3	ENSG00000176438	GSE130970	sigmoid	-52.4582565849715	0.999363645848954	-0.0516564652495247	3.11413584626553	2.90891756615965	4
SYNE3	ENSG00000176438	GSE135251	linear	-38.9822603856154	0.778554123605626	0.0017318391256274	-0.00606194742906539	NA	4
SYNE3	ENSG00000176438	GSE162694	power_law	-34.2312482071934	0.960210439876866	-5.37640865168864e-06	6.97424445958005	NA	4
SYNE4	ENSG00000181392	GSE130970	linear	-30.856574964682	0.560493524608903	-0.00244597224586084	-0.010081421275348	NA	4
SYNE4	ENSG00000181392	GSE135251	power_law	-28.6615369380328	0.451205097515662	2.81529280476353e-09	11.3366962404694	NA	4
SYNE4	ENSG00000181392	GSE162694	linear	-27.3125945095844	0.466755850192357	-0.0190488204323501	-0.0130074549983843	NA	4
TEAD1	ENSG00000187079	GSE130970	linear	-41.7173235237619	0.303072621298437	0.00124456257703159	-0.00151461863520211	NA	4
TEAD1	ENSG00000187079	GSE135251	power_law	-36.6596847178492	0.251653192802334	7.55995856863281e-08	8.44471214664455	NA	4
TEAD1	ENSG00000187079	GSE162694	linear	-44.0866440228201	0.939413028559522	-0.0160557572959336	0.0067257314348308	NA	4
TEAD2	ENSG00000074219	GSE130970	linear	-30.7451327742826	0.962802964202362	-0.0939884286143987	0.0460557104865077	NA	4
TEAD2	ENSG00000074219	GSE135251	power_law	-33.3927176661751	0.862814323644268	0.00314031621238547	2.12746242942485	NA	4
TEAD2	ENSG00000074219	GSE162694	linear	-22.4364953741162	0.704976073509473	-0.0899220878478609	0.0395345622754253	NA	4
TEAD3	ENSG00000007866	GSE130970	power_law	-32.1517440279793	0.864808755312573	-0.000425950551859554	3.53181287416846	NA	4
TEAD3	ENSG00000007866	GSE135251	linear	-33.6493142011356	0.84943042387511	-0.030330070002442	0.0149556567656628	NA	4
TEAD3	ENSG00000007866	GSE162694	linear	-29.0480062535798	0.723428746545629	-0.0740550401528893	0.0181006800110928	NA	4
TEAD4	ENSG00000197905	GSE130970	linear	-21.5804389250828	0.842339248348939	-0.17140777088142	0.0657919352706988	NA	4
TEAD4	ENSG00000197905	GSE135251	power_law	-23.9201879764939	0.900782814506041	0.000131208467321445	5.14450189366955	NA	4
TEAD4	ENSG00000197905	GSE162694	power_law	-23.6741011491495	0.952013336948256	0.000137397705244621	5.4033919435291	NA	4
TET1	ENSG00000138336	GSE130970	linear	-35.7721538815323	0.878136881796599	-0.0182508761337168	0.0129632222877505	NA	4
TET1	ENSG00000138336	GSE135251	power_law	-27.283664531926	0.409998294417344	1.11226323234156e-05	6.02949227047363	NA	4
TET1	ENSG00000138336	GSE162694	linear	-35.9882356182852	0.890828657222511	0.0316805410229702	-0.0134270429455225	NA	4
TET2	ENSG00000168769	GSE130970	power_law	-36.7239607197921	0.119751002953035	5.57872899260005e-08	7.46245731471676	NA	4
TET2	ENSG00000168769	GSE135251	power_law	-29.6075500474242	0.258554530680868	0.000144532540832723	3.96464097214802	NA	4
TET2	ENSG00000168769	GSE162694	power_law	-48.6177643437262	0.993881700737369	-0.000169741356352648	3.81994670365146	NA	4
TET3	ENSG00000187605	GSE130970	linear	-43.6949104297505	0.954325023402907	0.0105253913607338	-0.0081992817508291	NA	4
TET3	ENSG00000187605	GSE135251	sigmoid	-60.8982320134042	0.999788236882336	0.0398289294829584	1.98095038400985	3.26952577464637	4
TET3	ENSG00000187605	GSE162694	power_law	-30.7996009326805	0.379470775868309	-0.00585393283486453	1.24042213097046	NA	4
TLN1	ENSG00000137076	GSE130970	power_law	-33.7733072275805	0.613947281163925	8.15460794107728e-05	4.34313062079709	NA	4
TLN1	ENSG00000137076	GSE135251	power_law	-34.5225792939228	0.392092745730327	-0.000149691169405541	3.12132451354578	NA	4
TLN1	ENSG00000137076	GSE162694	linear	-25.4856023347491	0.585058429844981	-0.0422043375577444	0.0207442731307871	NA	4
TMPO	ENSG00000120802	GSE130970	power_law	-33.7749708572862	0.803745041322245	2.31354825605508e-14	20.2102521124337	NA	4
TMPO	ENSG00000120802	GSE135251	power_law	-36.9271345052847	0.00746057092839858	0.00046753867256301	0.591418356401315	NA	4
TMPO	ENSG00000120802	GSE162694	linear	-36.3803792327692	0.875436400359245	-0.0256642507006773	0.0118649554945775	NA	4
TPR	ENSG00000047410	GSE130970	power_law	-33.6231050716223	0.0523641981058617	1.89850509687172e-07	6.74469733786686	NA	4
TPR	ENSG00000047410	GSE135251	power_law	-42.5414672461144	0.886657766732344	2.3668645708936e-06	6.4794163651142	NA	4
TPR	ENSG00000047410	GSE162694	linear	-39.043647688749	0.548356187244365	-0.00629960906256306	0.00353510551070752	NA	4
TUBA1B	ENSG00000123416	GSE130970	power_law	-36.1451927832542	0.961384098646857	5.96282302864295e-05	5.10031078718149	NA	4
TUBA1B	ENSG00000123416	GSE135251	linear	-37.8023623273748	0.0359091976943118	0.0074499724536134	-0.000723099969208593	NA	4
TUBA1B	ENSG00000123416	GSE162694	power_law	-37.0407137094397	0.99048517495313	7.42565375756862e-07	8.62354863574341	NA	4
VCL	ENSG00000035403	GSE130970	power_law	-33.2877601392673	0.900769072844156	8.37268651894506e-05	4.74902637573847	NA	4
VCL	ENSG00000035403	GSE135251	linear	-44.4820252891942	0.96347504848641	0.00246250629856676	0.008349534781229	NA	4
VCL	ENSG00000035403	GSE162694	power_law	-38.9533727309639	0.993279262337669	0.000166940437143229	4.69679723854667	NA	4
VIM	ENSG00000026025	GSE130970	sigmoid	-41.418381675819	0.997100365655327	0.27791150364374	1.01920409426132	4.43034493438123	4
VIM	ENSG00000026025	GSE135251	power_law	-32.6248815973324	0.930033440654051	0.00660101693266522	1.90585114867373	NA	4
VIM	ENSG00000026025	GSE162694	power_law	-36.1986578383447	0.989933397054137	0.00581518203222438	2.26069914931738	NA	4
WWTR1	ENSG00000018408	GSE130970	sigmoid	-63.6182018418262	0.999915447289798	0.0529218774087091	1.66084839063499	3.50272232044729	4
WWTR1	ENSG00000018408	GSE135251	linear	-34.43171772444	0.124520976854121	0.00315718802324762	0.00215344801883451	NA	4
WWTR1	ENSG00000018408	GSE162694	power_law	-40.9457022502137	0.992967278274517	1.68027743663655e-10	14.4215386040192	NA	4
YAP1	ENSG00000137693	GSE130970	sigmoid	-45.6279261249836	0.993049256355173	0.0399525768636126	2.56497878650586	2.85880569220339	4
YAP1	ENSG00000137693	GSE135251	linear	-35.5041332958685	0.620569307698385	0.00622482020978785	0.00638626450676965	NA	4
YAP1	ENSG00000137693	GSE162694	power_law	-47.1607116597874	0.995249842301018	0.000214516517486684	3.92138567262736	NA	4
YTHDF3	ENSG00000185728	GSE130970	power_law	-44.5367156406848	0.00255432665596955	0.00470832114675698	-0.0397146913034047	NA	4
YTHDF3	ENSG00000185728	GSE135251	linear	-34.3125134661579	0.587798200970654	0.0162193919024152	-0.00692096112088053	NA	4
YTHDF3	ENSG00000185728	GSE162694	power_law	-29.896860939307	0.0470641492835963	1.11304019089556e-06	5.31805428339743	NA	4
