dataset	Ensembl_ID	Gene_symbol	histology_group	stage	mean_expr	sd_expr	n_samples
GSE135251	ENSG00000073712	FERMT2	F1	1	10.7482786029764	0.403670566231542	48
GSE135251	ENSG00000073712	FERMT2	F2	2	10.5351231289246	0.449479082856014	54
GSE135251	ENSG00000073712	FERMT2	F3	3	10.5429290822659	0.440943288556508	54
GSE135251	ENSG00000073712	FERMT2	F4	4	10.3009011550726	0.44133421236088	14
GSE135251	ENSG00000196924	FLNA	F0	0	9.16539648701651	0.568628081480014	38
GSE135251	ENSG00000196924	FLNA	F1	1	9.21362791971909	0.643767258631204	48
GSE135251	ENSG00000196924	FLNA	F2	2	9.39439402694159	0.773224575796893	54
GSE135251	ENSG00000196924	FLNA	F3	3	9.4369333579994	0.690830037072388	54
GSE135251	ENSG00000196924	FLNA	F4	4	9.92179557220346	1.12693400214736	14
GSE135251	ENSG00000163041	H3F3A	F0	0	9.02045270170499	0.292339578576826	38
GSE135251	ENSG00000163041	H3F3A	F1	1	8.99334124424255	0.352347380647954	48
GSE135251	ENSG00000163041	H3F3A	F2	2	8.98422169828985	0.284364227099869	54
GSE135251	ENSG00000163041	H3F3A	F3	3	9.00870126465486	0.406913066978238	54
GSE135251	ENSG00000163041	H3F3A	F4	4	8.86875429771202	0.233667796903774	14
GSE135251	ENSG00000116478	HDAC1	F0	0	9.55451163474767	0.168358828815621	38
GSE135251	ENSG00000116478	HDAC1	F1	1	9.56202972923567	0.211149432757535	48
GSE135251	ENSG00000116478	HDAC1	F2	2	9.53376351824874	0.205039871826011	54
GSE135251	ENSG00000116478	HDAC1	F3	3	9.54858748941691	0.207659346769865	54
GSE135251	ENSG00000116478	HDAC1	F4	4	9.63708610839478	0.195034667806231	14
GSE135251	ENSG00000196591	HDAC2	F0	0	8.73454145484516	0.226143357139332	38
GSE135251	ENSG00000196591	HDAC2	F1	1	8.78742808461096	0.222371308896594	48
GSE135251	ENSG00000196591	HDAC2	F2	2	8.75133606494044	0.243372209168893	54
GSE135251	ENSG00000196591	HDAC2	F3	3	8.82046757709623	0.214198384415225	54
GSE135251	ENSG00000196591	HDAC2	F4	4	8.78634976520427	0.232658475504259	14
GSE135251	ENSG00000171720	HDAC3	F0	0	9.75268029546421	0.256661568729637	38
GSE135251	ENSG00000171720	HDAC3	F1	1	9.71126369001963	0.238878855220542	48
GSE135251	ENSG00000171720	HDAC3	F2	2	9.66359834094244	0.21692084115819	54
GSE135251	ENSG00000171720	HDAC3	F3	3	9.60575083227855	0.18319933387984	54
GSE135251	ENSG00000171720	HDAC3	F4	4	9.60573100510058	0.239975036049639	14
GSE135251	ENSG00000108840	HDAC5	F0	0	8.8263308153831	0.454950118571222	38
GSE135251	ENSG00000108840	HDAC5	F1	1	8.71532126722014	0.398763114362598	48
GSE135251	ENSG00000108840	HDAC5	F2	2	8.78082173178517	0.464138760692329	54
GSE135251	ENSG00000108840	HDAC5	F3	3	8.6751674796089	0.462346060130794	54
GSE135251	ENSG00000108840	HDAC5	F4	4	8.62361865610979	0.556041753095883	14
GSE135251	ENSG00000101076	HNF4A	F0	0	12.3432696845322	0.355697863135719	38
GSE135251	ENSG00000101076	HNF4A	F1	1	12.2623063942761	0.306828273459826	48
GSE135251	ENSG00000101076	HNF4A	F2	2	12.2882468136045	0.283199179595577	54
GSE135251	ENSG00000101076	HNF4A	F3	3	12.1475075335425	0.302958489807794	54
GSE135251	ENSG00000101076	HNF4A	F4	4	12.1563547742029	0.282336103144397	14
GSE135251	ENSG00000166333	ILK	F0	0	9.9155391097738	0.299303449071334	38
GSE135251	ENSG00000166333	ILK	F1	1	9.91156587449589	0.292774893912888	48
GSE135251	ENSG00000166333	ILK	F2	2	9.9634152011278	0.296547388468256	54
GSE135251	ENSG00000166333	ILK	F3	3	9.9506954462512	0.322592090408548	54
GSE135251	ENSG00000166333	ILK	F4	4	9.92900854656692	0.27094115240508	14
GSE135251	ENSG00000161638	ITGA5	F0	0	9.98946071256513	0.330219555032218	38
GSE135251	ENSG00000161638	ITGA5	F1	1	9.93650654974327	0.360536667276443	48
GSE135251	ENSG00000161638	ITGA5	F2	2	10.0085997335557	0.391428019660381	54
GSE135251	ENSG00000161638	ITGA5	F3	3	9.84242235272847	0.302465734978399	54
GSE135251	ENSG00000161638	ITGA5	F4	4	9.99657665972331	0.284361218536779	14
GSE135251	ENSG00000150093	ITGB1	F0	0	11.4385524853922	0.830096019260283	38
GSE135251	ENSG00000150093	ITGB1	F1	1	11.6095504236243	0.727425608774086	48
GSE135251	ENSG00000150093	ITGB1	F2	2	11.4960150445976	0.825181744640099	54
GSE135251	ENSG00000150093	ITGB1	F3	3	11.5386722088898	0.860403347641876	54
GSE135251	ENSG00000150093	ITGB1	F4	4	11.3792221103956	0.958409696155919	14
GSE135251	ENSG00000004487	KDM1A	F0	0	8.99793500361273	0.21308732790717	38
GSE135251	ENSG00000004487	KDM1A	F1	1	8.93694171732326	0.217991132056608	48
GSE135251	ENSG00000004487	KDM1A	F2	2	8.94066302076964	0.153696707595516	54
GSE135251	ENSG00000004487	KDM1A	F3	3	8.94105555150082	0.178860840902478	54
GSE135251	ENSG00000004487	KDM1A	F4	4	8.91226110121052	0.180959821291223	14
GSE135251	ENSG00000066135	KDM4A	F0	0	9.73698903930171	0.234134886272113	38
GSE135251	ENSG00000066135	KDM4A	F1	1	9.7236252072045	0.255737363556025	48
GSE135251	ENSG00000066135	KDM4A	F2	2	9.7587899378749	0.31447752925335	54
GSE135251	ENSG00000066135	KDM4A	F3	3	9.66695040486017	0.242444569491385	54
GSE135251	ENSG00000066135	KDM4A	F4	4	9.57734377755966	0.21331803819432	14
GSE135251	ENSG00000127663	KDM4B	F0	0	8.52253001209881	0.387832328300809	38
GSE135251	ENSG00000127663	KDM4B	F1	1	8.41533268784093	0.402435461050743	48
GSE135251	ENSG00000127663	KDM4B	F2	2	8.51407557126603	0.390912929185672	54
GSE135251	ENSG00000127663	KDM4B	F3	3	8.28597631662777	0.476084106193666	54
GSE135251	ENSG00000127663	KDM4B	F4	4	8.2426728223192	0.398479357795833	14
GSE135251	ENSG00000107077	KDM4C	F0	0	7.18371513239088	0.369415490078205	38
GSE135251	ENSG00000107077	KDM4C	F1	1	7.21107331820908	0.375325548083863	48
GSE135251	ENSG00000107077	KDM4C	F2	2	7.2206262843449	0.374041005210837	54
GSE135251	ENSG00000107077	KDM4C	F3	3	7.29524846713311	0.333902450064346	54
GSE135251	ENSG00000107077	KDM4C	F4	4	7.42332188048593	0.320031346469867	14
GSE135251	ENSG00000186280	KDM4D	F0	0	3.09105502904895	0.744817933885541	38
GSE135251	ENSG00000186280	KDM4D	F1	1	2.97583266993549	0.764219496816292	48
GSE135251	ENSG00000186280	KDM4D	F2	2	3.05292030116615	0.619486989997588	54
GSE135251	ENSG00000186280	KDM4D	F3	3	3.0479303358021	0.637633696062637	54
GSE135251	ENSG00000186280	KDM4D	F4	4	2.81051918216458	1.01156889287607	14
GSE135251	ENSG00000127528	KLF2	F0	0	5.73932989704433	0.729010268362802	38
GSE135251	ENSG00000127528	KLF2	F1	1	5.73431356950449	0.75397935955704	48
GSE135251	ENSG00000127528	KLF2	F2	2	5.81041586571297	0.78639547952317	54
GSE135251	ENSG00000127528	KLF2	F3	3	5.7925111962672	0.741658709296754	54
GSE135251	ENSG00000127528	KLF2	F4	4	6.06148047201851	1.02585892043429	14
GSE135251	ENSG00000143815	LBR	F0	0	9.12727160482888	0.644241679081284	38
GSE135251	ENSG00000143815	LBR	F1	1	9.2821433950747	0.578876934456374	48
GSE135251	ENSG00000143815	LBR	F2	2	9.09937848292278	0.65837915746851	54
GSE135251	ENSG00000143815	LBR	F3	3	9.30809554971218	0.540038583366947	54
GSE135251	ENSG00000143815	LBR	F4	4	9.17327322341273	0.541161272279415	14
GSE135251	ENSG00000161904	LEMD2	F0	0	8.51116129655173	0.314057282219332	38
GSE135251	ENSG00000161904	LEMD2	F1	1	8.43169631796684	0.331812271395358	48
GSE135251	ENSG00000161904	LEMD2	F2	2	8.55551758580509	0.3495668519727	54
GSE135251	ENSG00000161904	LEMD2	F3	3	8.54465206173279	0.383236834150209	54
GSE135251	ENSG00000161904	LEMD2	F4	4	8.64313762915549	0.383324430318033	14
GSE135251	ENSG00000174106	LEMD3	F0	0	7.82338572026839	0.614969745229845	38
GSE135251	ENSG00000174106	LEMD3	F1	1	7.85501568738701	0.531096821041771	48
GSE135251	ENSG00000174106	LEMD3	F2	2	7.73946891899089	0.606448548679279	54
GSE135251	ENSG00000174106	LEMD3	F3	3	7.89558010988134	0.472980532863992	54
GSE135251	ENSG00000174106	LEMD3	F4	4	7.62280623453718	0.623142863858576	14
GSE135251	ENSG00000160789	LMNA	F0	0	10.0902041903304	0.411992047875887	38
GSE135251	ENSG00000160789	LMNA	F1	1	10.0292502633886	0.422133273764037	48
GSE135251	ENSG00000160789	LMNA	F2	2	10.1925548048805	0.392989485453288	54
GSE135251	ENSG00000160789	LMNA	F3	3	10.1474162206642	0.370010170744942	54
GSE135251	ENSG00000160789	LMNA	F4	4	10.3067572634045	0.439580586175301	14
GSE135251	ENSG00000113368	LMNB1	F0	0	6.88765149938883	0.363243878736025	38
GSE135251	ENSG00000113368	LMNB1	F1	1	6.93114365002503	0.385712443333997	48
GSE135251	ENSG00000113368	LMNB1	F2	2	6.96520225983614	0.364273748177502	54
GSE135251	ENSG00000113368	LMNB1	F3	3	7.03025100036607	0.361217013574894	54
GSE135251	ENSG00000113368	LMNB1	F4	4	6.69281964428511	0.405262038707399	14
GSE135251	ENSG00000176619	LMNB2	F0	0	6.63370456773378	0.447572045954787	38
GSE135251	ENSG00000176619	LMNB2	F1	1	6.60386427931314	0.425035921578025	48
GSE135251	ENSG00000176619	LMNB2	F2	2	6.77254189015545	0.441910077702904	54
GSE135251	ENSG00000176619	LMNB2	F3	3	6.70682705933104	0.431444797495024	54
GSE135251	ENSG00000176619	LMNB2	F4	4	6.70147682985849	0.35760360977322	14
GSE135251	ENSG00000113083	LOX	F0	0	3.25801362195691	1.11852697796896	38
GSE135251	ENSG00000113083	LOX	F1	1	3.41362151377827	0.988012830772907	48
GSE135251	ENSG00000113083	LOX	F2	2	3.43278983189775	1.07825860030223	54
GSE135251	ENSG00000113083	LOX	F3	3	3.9706718857377	1.09134176902005	54
GSE135251	ENSG00000113083	LOX	F4	4	4.58684578226394	0.801365654659815	14
GSE135251	ENSG00000157193	LRP8	F0	0	1.74515059222649	0.86940613890319	38
GSE135251	ENSG00000157193	LRP8	F1	1	1.8225276142996	0.998193373693824	48
GSE135251	ENSG00000157193	LRP8	F2	2	1.96931503211361	0.898165325891671	54
GSE135251	ENSG00000157193	LRP8	F3	3	2.18531573662975	0.948114544728336	54
GSE135251	ENSG00000157193	LRP8	F4	4	2.24413309324123	0.931634234204447	14
GSE135251	ENSG00000196588	MKL1	F0	0	6.87007066633005	0.540184453344201	38
GSE135251	ENSG00000196588	MKL1	F1	1	6.77801703808951	0.542925483238078	48
GSE135251	ENSG00000196588	MKL1	F2	2	7.05474868685107	0.592111062415407	54
GSE135251	ENSG00000196588	MKL1	F3	3	6.81693354895919	0.604126675270636	54
GSE135251	ENSG00000196588	MKL1	F4	4	7.02438714581423	0.492847975225802	14
GSE135251	ENSG00000186260	MKL2	F0	0	8.35889079418882	0.589008047158624	38
GSE135251	ENSG00000186260	MKL2	F1	1	8.45183148551887	0.378031358688364	48
GSE135251	ENSG00000186260	MKL2	F2	2	8.42145818542656	0.491390686400951	54
GSE135251	ENSG00000186260	MKL2	F3	3	8.51015129005786	0.383801127769339	54
GSE135251	ENSG00000186260	MKL2	F4	4	8.4893810408735	0.461128359988314	14
GSE135251	ENSG00000133026	MYH10	F0	0	9.50481607989137	0.417894668689755	38
GSE135251	ENSG00000133026	MYH10	F1	1	9.42125537462986	0.364732151616355	48
GSE135251	ENSG00000133026	MYH10	F2	2	9.44426988710256	0.391575839803465	54
GSE135251	ENSG00000133026	MYH10	F3	3	9.46486647093039	0.291945125122586	54
GSE135251	ENSG00000133026	MYH10	F4	4	9.62642294492293	0.412957674348784	14
GSE135251	ENSG00000100345	MYH9	F0	0	11.7594151799981	0.357085955642774	38
GSE135251	ENSG00000100345	MYH9	F1	1	11.6747992539131	0.454507781930226	48
GSE135251	ENSG00000100345	MYH9	F2	2	11.8369067801407	0.484593491272017	54
GSE135251	ENSG00000100345	MYH9	F3	3	11.67054824285	0.413682339415893	54
GSE135251	ENSG00000100345	MYH9	F4	4	11.8512156723175	0.516568659524993	14
GSE135251	ENSG00000101335	MYL9	F0	0	8.32546337480824	0.687189753125583	38
GSE135251	ENSG00000101335	MYL9	F1	1	8.15666397529253	0.684894063696246	48
GSE135251	ENSG00000101335	MYL9	F2	2	8.1948864466797	0.844255632264195	54
GSE135251	ENSG00000101335	MYL9	F3	3	8.22906867925771	0.70371719232494	54
GSE135251	ENSG00000101335	MYL9	F4	4	8.49276092316836	1.19255004869814	14
GSE135251	ENSG00000065534	MYLK	F0	0	11.0549841152182	0.627791807362637	38
GSE135251	ENSG00000065534	MYLK	F1	1	11.1213831545387	0.505062497421019	48
GSE135251	ENSG00000065534	MYLK	F2	2	10.9864335035921	0.573102384685148	54
GSE135251	ENSG00000065534	MYLK	F3	3	10.9634357116168	0.508476085332349	54
GSE135251	ENSG00000065534	MYLK	F4	4	10.7422021839364	0.596402380068401	14
GSE135251	ENSG00000164867	NOS3	F0	0	6.53980405367382	0.668411215564359	38
GSE135251	ENSG00000164867	NOS3	F1	1	6.47599197373619	0.681906673288014	48
GSE135251	ENSG00000164867	NOS3	F2	2	6.62673868965475	0.733574481878864	54
GSE135251	ENSG00000164867	NOS3	F3	3	6.36146971337181	0.679884058135138	54
GSE135251	ENSG00000164867	NOS3	F4	4	6.7207439110063	0.79356888258382	14
GSE135251	ENSG00000124789	NUP153	F0	0	9.10714062400663	0.55551387834729	38
GSE135251	ENSG00000124789	NUP153	F1	1	9.18006088668406	0.426449295483044	48
GSE135251	ENSG00000124789	NUP153	F2	2	9.09024123737922	0.438465716872196	54
GSE135251	ENSG00000124789	NUP153	F3	3	9.06431841837161	0.448442208972878	54
GSE135251	ENSG00000124789	NUP153	F4	4	8.91782013843574	0.473426641359527	14
GSE135251	ENSG00000213024	NUP62	F0	0	8.21342164053574	0.638043743927608	38
GSE135251	ENSG00000213024	NUP62	F1	1	8.15433724762489	0.529621978806241	48
GSE135251	ENSG00000213024	NUP62	F2	2	8.34282158444745	0.44914901090388	54
GSE135251	ENSG00000213024	NUP62	F3	3	8.13961194364828	0.502631515791077	54
GSE135251	ENSG00000213024	NUP62	F4	4	8.17691938472976	0.417525256908944	14
GSE135251	ENSG00000102900	NUP93	F0	0	7.53319615290792	0.285847418042849	38
GSE135251	ENSG00000102900	NUP93	F1	1	7.57089852885283	0.304425215570625	48
GSE135251	ENSG00000102900	NUP93	F2	2	7.71263714741807	0.305350847583733	54
GSE135251	ENSG00000102900	NUP93	F3	3	7.68925629973256	0.256519873990296	54
GSE135251	ENSG00000102900	NUP93	F4	4	7.70379697752364	0.194106945297672	14
GSE135251	ENSG00000108518	PFN1	F0	0	12.4544739900652	0.378216194174753	38
GSE135251	ENSG00000108518	PFN1	F1	1	12.390095906078	0.286604773331825	48
GSE135251	ENSG00000108518	PFN1	F2	2	12.3895826821775	0.308722939466918	54
GSE135251	ENSG00000108518	PFN1	F3	3	12.3703684111396	0.243911688860699	54
GSE135251	ENSG00000108518	PFN1	F4	4	12.3656658102845	0.278183944439752	14
GSE135251	ENSG00000103335	PIEZO1	F0	0	8.97015091389922	0.5127261155661	38
GSE135251	ENSG00000103335	PIEZO1	F1	1	8.95140259348864	0.659732778130143	48
GSE135251	ENSG00000103335	PIEZO1	F2	2	9.23399465989811	0.627700121927485	54
GSE135251	ENSG00000103335	PIEZO1	F3	3	9.19945862038188	0.615064701192754	54
GSE135251	ENSG00000103335	PIEZO1	F4	4	9.45186928289066	0.634323837902054	14
GSE135251	ENSG00000160199	PKNOX1	F0	0	7.40228053192187	0.303458760621003	38
GSE135251	ENSG00000160199	PKNOX1	F1	1	7.38716040342221	0.305775158842312	48
GSE135251	ENSG00000160199	PKNOX1	F2	2	7.41548204871545	0.312447787630531	54
GSE135251	ENSG00000160199	PKNOX1	F3	3	7.43515899408786	0.235733766238526	54
GSE135251	ENSG00000160199	PKNOX1	F4	4	7.44100998419351	0.231775070867147	14
GSE135251	ENSG00000178209	PLEC	F0	0	10.038786395646	0.72330859259136	38
GSE135251	ENSG00000178209	PLEC	F1	1	9.89634387271952	0.788900677541353	48
GSE135251	ENSG00000178209	PLEC	F2	2	10.0912627679124	0.873051295901675	54
GSE135251	ENSG00000178209	PLEC	F3	3	9.73842003814616	0.924881578355216	54
GSE135251	ENSG00000178209	PLEC	F4	4	9.99966448206189	0.953791749356237	14
GSE135251	ENSG00000121390	PSPC1	F0	0	7.6540900079212	0.298159763866015	38
GSE135251	ENSG00000121390	PSPC1	F1	1	7.62817325708101	0.25855132776634	48
GSE135251	ENSG00000121390	PSPC1	F2	2	7.74068730046027	0.283296111486098	54
GSE135251	ENSG00000121390	PSPC1	F3	3	7.72610473573059	0.196004121001448	54
GSE135251	ENSG00000121390	PSPC1	F4	4	7.79444116202836	0.215943933547605	14
GSE135251	ENSG00000169398	PTK2	F0	0	9.68555998558706	0.304962768038959	38
GSE135251	ENSG00000169398	PTK2	F1	1	9.69553230480617	0.23533884889062	48
GSE135251	ENSG00000169398	PTK2	F2	2	9.63973425418054	0.264738284801403	54
GSE135251	ENSG00000169398	PTK2	F3	3	9.59735585404095	0.267843612851774	54
GSE135251	ENSG00000169398	PTK2	F4	4	9.55583011082041	0.210666996054458	14
GSE135251	ENSG00000089159	PXN	F0	0	9.36485674254811	0.386745694118847	38
GSE135251	ENSG00000089159	PXN	F1	1	9.28709733119707	0.374885968160374	48
GSE135251	ENSG00000089159	PXN	F2	2	9.38319011826284	0.394611263740112	54
GSE135251	ENSG00000089159	PXN	F3	3	9.23196073405988	0.422123520140112	54
GSE135251	ENSG00000089159	PXN	F4	4	9.39702632571061	0.457949166371963	14
GSE135251	ENSG00000164754	RAD21	F0	0	10.0786225348506	0.549042522115906	38
GSE135251	ENSG00000164754	RAD21	F1	1	10.2286871734221	0.473011413733591	48
GSE135251	ENSG00000164754	RAD21	F2	2	10.0733186366857	0.559619744454642	54
GSE135251	ENSG00000164754	RAD21	F3	3	10.0864330457035	0.546204424719362	54
GSE135251	ENSG00000164754	RAD21	F4	4	9.83440489090867	0.560876780712527	14
GSE135251	ENSG00000067560	RHOA	F0	0	11.8788509118012	0.175537442858587	38
GSE135251	ENSG00000067560	RHOA	F1	1	11.9031578366631	0.153607821787734	48
GSE135251	ENSG00000067560	RHOA	F2	2	11.9199056480496	0.155840855249686	54
GSE135251	ENSG00000067560	RHOA	F3	3	11.9201835825063	0.161880857235231	54
GSE135251	ENSG00000067560	RHOA	F4	4	11.8952501239163	0.0761582639659004	14
GSE135251	ENSG00000067900	ROCK1	F0	0	9.08493670813012	0.651588523595001	38
GSE135251	ENSG00000067900	ROCK1	F1	1	9.20492238580145	0.495962200263847	48
GSE135251	ENSG00000067900	ROCK1	F2	2	9.10928757594179	0.567225635803833	54
GSE135251	ENSG00000067900	ROCK1	F3	3	9.18971744128045	0.495239396517811	54
GSE135251	ENSG00000067900	ROCK1	F4	4	8.97730904953308	0.561687891908719	14
GSE135251	ENSG00000134318	ROCK2	F0	0	9.01727693425976	0.418632209365328	38
GSE135251	ENSG00000134318	ROCK2	F1	1	9.15555432209215	0.296109081435527	48
GSE135251	ENSG00000134318	ROCK2	F2	2	9.06594073430505	0.351894303137805	54
GSE135251	ENSG00000134318	ROCK2	F3	3	9.12636016459444	0.287691040253013	54
GSE135251	ENSG00000134318	ROCK2	F4	4	8.92493219549285	0.320624294875214	14
GSE135251	ENSG00000106366	SERPINE1	F0	0	8.83630768599396	1.05926891377238	38
GSE135251	ENSG00000106366	SERPINE1	F1	1	9.11514609474083	0.966157966643819	48
GSE135251	ENSG00000106366	SERPINE1	F2	2	9.12750535449678	1.03843652266302	54
GSE135251	ENSG00000106366	SERPINE1	F3	3	8.95095695270825	1.0411280603631	54
GSE135251	ENSG00000106366	SERPINE1	F4	4	8.97294491076777	1.36074298322904	14
GSE135251	ENSG00000143379	SETDB1	F0	0	8.4628133843681	0.255577724860395	38
GSE135251	ENSG00000143379	SETDB1	F1	1	8.40573361635713	0.261622950779152	48
GSE135251	ENSG00000143379	SETDB1	F2	2	8.39290928948503	0.286228137532952	54
GSE135251	ENSG00000143379	SETDB1	F3	3	8.36125753878512	0.285704464744352	54
GSE135251	ENSG00000143379	SETDB1	F4	4	8.50609930133575	0.357428573188102	14
GSE135251	ENSG00000175387	SMAD2	F0	0	8.93512630461198	0.298506429500679	38
GSE135251	ENSG00000175387	SMAD2	F1	1	9.00063242953836	0.303916624231442	48
GSE135251	ENSG00000175387	SMAD2	F2	2	8.94452042323114	0.32578803737607	54
GSE135251	ENSG00000175387	SMAD2	F3	3	9.09686366878773	0.317779959924227	54
GSE135251	ENSG00000175387	SMAD2	F4	4	9.00073020822052	0.271080548608593	14
GSE135251	ENSG00000166949	SMAD3	F0	0	8.90922983394411	0.328095057689646	38
GSE135251	ENSG00000166949	SMAD3	F1	1	8.9980809973646	0.301470710448737	48
GSE135251	ENSG00000166949	SMAD3	F2	2	8.96607197444166	0.379495326582273	54
GSE135251	ENSG00000166949	SMAD3	F3	3	8.95767125816049	0.37134652917496	54
GSE135251	ENSG00000166949	SMAD3	F4	4	9.07475537971671	0.367284126367108	14
GSE135251	ENSG00000072501	SMC1A	F0	0	9.89359272921366	0.35626613852904	38
GSE135251	ENSG00000072501	SMC1A	F1	1	9.91628673570064	0.3188020994898	48
GSE135251	ENSG00000072501	SMC1A	F2	2	9.92140245482143	0.337756667007111	54
GSE135251	ENSG00000072501	SMC1A	F3	3	9.82610580415807	0.36810291612961	54
GSE135251	ENSG00000072501	SMC1A	F4	4	9.64836613746018	0.420841043887188	14
GSE135251	ENSG00000108055	SMC3	F0	0	8.86448453628365	0.413173731843612	38
GSE135251	ENSG00000108055	SMC3	F1	1	8.88791376710603	0.368409606538436	48
GSE135251	ENSG00000108055	SMC3	F2	2	8.82387692145675	0.383207092164727	54
GSE135251	ENSG00000108055	SMC3	F3	3	8.78340201765514	0.427216662576488	54
GSE135251	ENSG00000108055	SMC3	F4	4	8.66875558294295	0.429972812215742	14
GSE135251	ENSG00000197122	SRC	F0	0	6.82216193945153	0.606746905360277	38
GSE135251	ENSG00000197122	SRC	F1	1	7.27828399167035	0.555350571496883	48
GSE135251	ENSG00000197122	SRC	F2	2	7.43584155897037	0.531209652313953	54
GSE135251	ENSG00000197122	SRC	F3	3	7.39249463418113	0.538466218923831	54
GSE135251	ENSG00000197122	SRC	F4	4	7.5785050284071	0.618694993751515	14
GSE135251	ENSG00000112658	SRF	F0	0	7.90980719702733	0.411745776332436	38
GSE135251	ENSG00000112658	SRF	F1	1	7.87097380146167	0.364532627494983	48
GSE135251	ENSG00000112658	SRF	F2	2	7.94913659904703	0.362496445514135	54
GSE135251	ENSG00000112658	SRF	F3	3	7.92740977880582	0.36984363060088	54
GSE135251	ENSG00000112658	SRF	F4	4	7.94423665785852	0.416389796411966	14
GSE135251	ENSG00000164828	SUN1	F0	0	9.90728728905808	0.321551766801771	38
GSE135251	ENSG00000164828	SUN1	F1	1	9.94943776244634	0.222136623047534	48
GSE135251	ENSG00000164828	SUN1	F2	2	9.95786364033579	0.238200777802993	54
GSE135251	ENSG00000164828	SUN1	F3	3	10.0156651488247	0.196899092405729	54
GSE135251	ENSG00000164828	SUN1	F4	4	10.0197020052681	0.168344993838898	14
GSE135251	ENSG00000100242	SUN2	F0	0	11.5446351533359	0.384962914050694	38
GSE135251	ENSG00000100242	SUN2	F1	1	11.3349921333739	0.287220403564371	48
GSE135251	ENSG00000100242	SUN2	F2	2	11.3478909342261	0.368128061122451	54
GSE135251	ENSG00000100242	SUN2	F3	3	11.1699582269016	0.363453392946099	54
GSE135251	ENSG00000100242	SUN2	F4	4	11.1026072244817	0.376742136655856	14
GSE135251	ENSG00000101945	SUV39H1	F0	0	7.23648042944632	0.303750845853661	38
GSE135251	ENSG00000101945	SUV39H1	F1	1	7.09239164238704	0.303853108166315	48
GSE135251	ENSG00000101945	SUV39H1	F2	2	7.13393024957192	0.318165957332392	54
GSE135251	ENSG00000101945	SUV39H1	F3	3	6.94030006400967	0.309007241176175	54
GSE135251	ENSG00000101945	SUV39H1	F4	4	6.92475527766731	0.346447725156996	14
GSE135251	ENSG00000152455	SUV39H2	F0	0	5.84721419286812	0.532031008613315	38
GSE135251	ENSG00000152455	SUV39H2	F1	1	5.86939115156378	0.544848507374271	48
GSE135251	ENSG00000152455	SUV39H2	F2	2	5.93423985630094	0.504661322061794	54
GSE135251	ENSG00000152455	SUV39H2	F3	3	5.89193299981785	0.617995066199039	54
GSE135251	ENSG00000152455	SUV39H2	F4	4	5.6540700262123	0.714632555474474	14
GSE135251	ENSG00000178691	SUZ12	F0	0	8.1195889721813	0.767552214556186	38
GSE135251	ENSG00000178691	SUZ12	F1	1	8.31820581624392	0.5720864375657	48
GSE135251	ENSG00000178691	SUZ12	F2	2	8.17648319346868	0.690777778134879	54
GSE135251	ENSG00000178691	SUZ12	F3	3	8.34021388613237	0.535530302295866	54
GSE135251	ENSG00000178691	SUZ12	F4	4	8.08196008382693	0.641180557089383	14
GSE135251	ENSG00000131018	SYNE1	F0	0	10.0777691976455	0.514787283090224	38
GSE135251	ENSG00000131018	SYNE1	F1	1	10.2159110783904	0.399545870936597	48
GSE135251	ENSG00000131018	SYNE1	F2	2	10.1071116380456	0.4953924942918	54
GSE135251	ENSG00000131018	SYNE1	F3	3	10.1334979471994	0.349157240465174	54
GSE135251	ENSG00000131018	SYNE1	F4	4	10.2651403157646	0.540430616870419	14
GSE135251	ENSG00000054654	SYNE2	F0	0	9.71525503526023	0.524213906387023	38
GSE135251	ENSG00000054654	SYNE2	F1	1	9.7432123623313	0.412755447592461	48
GSE135251	ENSG00000054654	SYNE2	F2	2	9.68382322594213	0.466143429195702	54
GSE135251	ENSG00000054654	SYNE2	F3	3	9.64958480269003	0.472222611401013	54
GSE135251	ENSG00000054654	SYNE2	F4	4	9.66194482177112	0.488914376835795	14
GSE135251	ENSG00000176438	SYNE3	F0	0	8.75187071465145	0.491601331431449	38
GSE135251	ENSG00000176438	SYNE3	F1	1	8.7352726449072	0.444907705998488	48
GSE135251	ENSG00000176438	SYNE3	F2	2	8.65289770856488	0.34215466892962	54
GSE135251	ENSG00000176438	SYNE3	F3	3	8.56001812703179	0.403570547396937	54
GSE135251	ENSG00000176438	SYNE3	F4	4	8.58938790482425	0.310785153416601	14
GSE135251	ENSG00000181392	SYNE4	F0	0	6.89928321471089	0.649146551169637	38
GSE135251	ENSG00000181392	SYNE4	F1	1	6.83345962989791	0.648222256970847	48
GSE135251	ENSG00000181392	SYNE4	F2	2	7.02607717429799	0.679448778819484	54
GSE135251	ENSG00000181392	SYNE4	F3	3	6.85923675159272	0.8211032313274	54
GSE135251	ENSG00000181392	SYNE4	F4	4	7.13124432628261	0.748070492442894	14
GSE135251	ENSG00000187079	TEAD1	F0	0	9.44618146469348	0.64290535153121	38
GSE135251	ENSG00000187079	TEAD1	F1	1	9.52770522092058	0.514863876873912	48
GSE135251	ENSG00000187079	TEAD1	F2	2	9.4054679983422	0.585191022612467	54
GSE135251	ENSG00000187079	TEAD1	F3	3	9.45699797124955	0.464568119805946	54
GSE135251	ENSG00000187079	TEAD1	F4	4	9.53271429080258	0.409132517866446	14
GSE135251	ENSG00000074219	TEAD2	F0	0	6.07988069818048	0.475674246662035	38
