dataset	Ensembl_ID	Gene_symbol	histology_group	stage	mean_expr	sd_expr	n_samples
GSE130970	ENSG00000121390	PSPC1	F1	1	9.11632137104111	0.100501953065431	28
GSE130970	ENSG00000121390	PSPC1	F2	2	9.18759708957967	0.148708216582304	9
GSE130970	ENSG00000121390	PSPC1	F3	3	9.11637750685758	0.187414990276699	14
GSE130970	ENSG00000121390	PSPC1	F4	4	9.17121122458813	0.0712752757913925	2
GSE130970	ENSG00000169398	PTK2	F0	0	10.7398928408206	0.13927977928197	18
GSE130970	ENSG00000169398	PTK2	F1	1	10.7580397357553	0.150583489723549	28
GSE130970	ENSG00000169398	PTK2	F2	2	10.7633220294928	0.118345462208417	9
GSE130970	ENSG00000169398	PTK2	F3	3	10.723614318308	0.158942558567145	14
GSE130970	ENSG00000169398	PTK2	F4	4	10.6708460967111	0.0151476372874363	2
GSE130970	ENSG00000089159	PXN	F0	0	8.84702391569743	0.294367378381301	18
GSE130970	ENSG00000089159	PXN	F1	1	8.85585669919627	0.198266197519795	28
GSE130970	ENSG00000089159	PXN	F2	2	8.72486317305627	0.246114600758888	9
GSE130970	ENSG00000089159	PXN	F3	3	9.01351347825656	0.252613887321859	14
GSE130970	ENSG00000089159	PXN	F4	4	8.65919434708581	0.0624117921181233	2
GSE130970	ENSG00000164754	RAD21	F0	0	11.1661464913904	0.127121431941009	18
GSE130970	ENSG00000164754	RAD21	F1	1	11.1652939490671	0.154765602570466	28
GSE130970	ENSG00000164754	RAD21	F2	2	11.2586488060902	0.112333824718167	9
GSE130970	ENSG00000164754	RAD21	F3	3	11.2154522232211	0.104518552408383	14
GSE130970	ENSG00000164754	RAD21	F4	4	11.3076057995566	0.197661236744138	2
GSE130970	ENSG00000067560	RHOA	F0	0	11.5417544441545	0.151946850061764	18
GSE130970	ENSG00000067560	RHOA	F1	1	11.6379855043476	0.145171257553223	28
GSE130970	ENSG00000067560	RHOA	F2	2	11.6242883493734	0.174566758537126	9
GSE130970	ENSG00000067560	RHOA	F3	3	11.7959035479027	0.275972142054133	14
GSE130970	ENSG00000067560	RHOA	F4	4	11.9010731923511	0.034540179617237	2
GSE130970	ENSG00000067900	ROCK1	F0	0	11.2311484591784	0.124508609306995	18
GSE130970	ENSG00000067900	ROCK1	F1	1	11.2091840427717	0.095959605463718	28
GSE130970	ENSG00000067900	ROCK1	F2	2	11.2084115132959	0.149762268824374	9
GSE130970	ENSG00000067900	ROCK1	F3	3	11.1799304154031	0.228922310619323	14
GSE130970	ENSG00000067900	ROCK1	F4	4	11.2282409241691	0.0146329551785483	2
GSE130970	ENSG00000134318	ROCK2	F0	0	11.312254740083	0.257295247940489	18
GSE130970	ENSG00000134318	ROCK2	F1	1	11.2277245700015	0.140464097329627	28
GSE130970	ENSG00000134318	ROCK2	F2	2	11.2746911751815	0.182143686042897	9
GSE130970	ENSG00000134318	ROCK2	F3	3	11.2547110094127	0.216532453155184	14
GSE130970	ENSG00000134318	ROCK2	F4	4	11.2720200006299	0.106033965532951	2
GSE130970	ENSG00000106366	SERPINE1	F0	0	9.52948384587255	0.801825171794874	18
GSE130970	ENSG00000106366	SERPINE1	F1	1	10.0649075125281	0.806601302814372	28
GSE130970	ENSG00000106366	SERPINE1	F2	2	9.16822593380128	1.13668658856872	9
GSE130970	ENSG00000106366	SERPINE1	F3	3	10.1788407456181	0.989171334806307	14
GSE130970	ENSG00000106366	SERPINE1	F4	4	9.52365974814422	0.830932907151511	2
GSE130970	ENSG00000143379	SETDB1	F0	0	10.0680849734726	0.123017915328896	18
GSE130970	ENSG00000143379	SETDB1	F1	1	9.97779735824018	0.1925639067835	28
GSE130970	ENSG00000143379	SETDB1	F2	2	9.98845643752695	0.120281559412527	9
GSE130970	ENSG00000143379	SETDB1	F3	3	9.87660749703814	0.293854418123113	14
GSE130970	ENSG00000143379	SETDB1	F4	4	9.81208525279819	0.186591224257559	2
GSE130970	ENSG00000175387	SMAD2	F0	0	10.8303132624074	0.132733775570295	18
GSE130970	ENSG00000175387	SMAD2	F1	1	10.907152743664	0.149072649028327	28
GSE130970	ENSG00000175387	SMAD2	F2	2	10.9111652198662	0.148939505441663	9
GSE130970	ENSG00000175387	SMAD2	F3	3	10.9188063725751	0.167387808306101	14
GSE130970	ENSG00000175387	SMAD2	F4	4	11.112284626007	0.226570649690791	2
GSE130970	ENSG00000166949	SMAD3	F0	0	9.78651915086184	0.236230628926966	18
GSE130970	ENSG00000166949	SMAD3	F1	1	9.68055649823498	0.184406292146863	28
GSE130970	ENSG00000166949	SMAD3	F2	2	9.61551688355541	0.243264363380638	9
GSE130970	ENSG00000166949	SMAD3	F3	3	9.58264519712846	0.279789659368263	14
GSE130970	ENSG00000166949	SMAD3	F4	4	9.61401925360236	0.186202655880511	2
GSE130970	ENSG00000072501	SMC1A	F0	0	10.8451801555403	0.163689874936013	18
GSE130970	ENSG00000072501	SMC1A	F1	1	10.9379850750019	0.168822607139491	28
GSE130970	ENSG00000072501	SMC1A	F2	2	10.9884972391298	0.142298902639074	9
GSE130970	ENSG00000072501	SMC1A	F3	3	10.5026477608075	0.540914883514536	14
GSE130970	ENSG00000072501	SMC1A	F4	4	11.1187357629724	0.169451025960943	2
GSE130970	ENSG00000108055	SMC3	F0	0	9.83571454995075	0.119353134347216	18
GSE130970	ENSG00000108055	SMC3	F1	1	9.84335904354826	0.114693054287422	28
GSE130970	ENSG00000108055	SMC3	F2	2	9.92538611629486	0.0675819533080435	9
GSE130970	ENSG00000108055	SMC3	F3	3	9.83027384430419	0.232234132072639	14
GSE130970	ENSG00000108055	SMC3	F4	4	10.0432253891855	0.0175737609229935	2
GSE130970	ENSG00000197122	SRC	F0	0	7.07850216136251	0.349935686179425	18
GSE130970	ENSG00000197122	SRC	F1	1	7.22018886544021	0.564842464245031	28
GSE130970	ENSG00000197122	SRC	F2	2	7.1428877925815	0.256482956818164	9
GSE130970	ENSG00000197122	SRC	F3	3	7.54810350123531	0.467047645126655	14
GSE130970	ENSG00000197122	SRC	F4	4	7.71982865510124	0.157085044804981	2
GSE130970	ENSG00000112658	SRF	F0	0	7.58973960538328	0.345338607303387	18
GSE130970	ENSG00000112658	SRF	F1	1	7.49894927600967	0.201785049259389	28
GSE130970	ENSG00000112658	SRF	F2	2	7.28307078197808	0.188436478188351	9
GSE130970	ENSG00000112658	SRF	F3	3	7.56047881707602	0.272562558916658	14
GSE130970	ENSG00000112658	SRF	F4	4	7.30722933832831	0.123575675804327	2
GSE130970	ENSG00000164828	SUN1	F0	0	10.7082353819914	0.181340129884908	18
GSE130970	ENSG00000164828	SUN1	F1	1	10.7423326580798	0.117215310686791	28
GSE130970	ENSG00000164828	SUN1	F2	2	10.6632537323524	0.145723110996567	9
GSE130970	ENSG00000164828	SUN1	F3	3	10.5198302589248	0.242992562280938	14
GSE130970	ENSG00000164828	SUN1	F4	4	10.5053480122889	0.126797962700128	2
GSE130970	ENSG00000100242	SUN2	F0	0	11.2418802404848	0.215457009289189	18
GSE130970	ENSG00000100242	SUN2	F1	1	11.0556161592442	0.228490107501445	28
GSE130970	ENSG00000100242	SUN2	F2	2	11.1773694395844	0.308152647058681	9
GSE130970	ENSG00000100242	SUN2	F3	3	10.8487708480617	0.334593483997714	14
GSE130970	ENSG00000100242	SUN2	F4	4	10.7465836756012	0.0022485756835508	2
GSE130970	ENSG00000101945	SUV39H1	F0	0	6.96107172291837	0.224013274850895	18
GSE130970	ENSG00000101945	SUV39H1	F1	1	6.7997594012783	0.2364086529336	28
GSE130970	ENSG00000101945	SUV39H1	F2	2	6.98897239387648	0.312099793015561	9
GSE130970	ENSG00000101945	SUV39H1	F3	3	6.78644478941146	0.30471535480435	14
GSE130970	ENSG00000101945	SUV39H1	F4	4	6.63079685003745	0.089159164259157	2
GSE130970	ENSG00000152455	SUV39H2	F0	0	7.79095865951961	0.145605920474157	18
GSE130970	ENSG00000152455	SUV39H2	F1	1	7.88229456501079	0.171175089616877	28
GSE130970	ENSG00000152455	SUV39H2	F2	2	7.98219706592203	0.240945845021314	9
GSE130970	ENSG00000152455	SUV39H2	F3	3	7.92652569412549	0.248593780031912	14
GSE130970	ENSG00000152455	SUV39H2	F4	4	8.11792810544874	0.118132345109129	2
GSE130970	ENSG00000178691	SUZ12	F0	0	9.67840273818372	0.114973982702723	18
GSE130970	ENSG00000178691	SUZ12	F1	1	9.7560907931571	0.166412743912566	28
GSE130970	ENSG00000178691	SUZ12	F2	2	9.73478271780942	0.0538559243532107	9
GSE130970	ENSG00000178691	SUZ12	F3	3	9.82380941936932	0.114300309725932	14
GSE130970	ENSG00000178691	SUZ12	F4	4	9.70794264066786	0.0168048930488973	2
GSE130970	ENSG00000131018	SYNE1	F0	0	12.5366876500323	0.2341321761648	18
GSE130970	ENSG00000131018	SYNE1	F1	1	12.4492428497211	0.294596208882807	28
GSE130970	ENSG00000131018	SYNE1	F2	2	12.4224983650621	0.243392785053026	9
GSE130970	ENSG00000131018	SYNE1	F3	3	12.2122530352437	0.359781698773102	14
GSE130970	ENSG00000131018	SYNE1	F4	4	12.3337428789572	0.13542714091146	2
GSE130970	ENSG00000054654	SYNE2	F0	0	12.6836885930635	0.210776913753271	18
GSE130970	ENSG00000054654	SYNE2	F1	1	12.6002336267886	0.190089854376592	28
GSE130970	ENSG00000054654	SYNE2	F2	2	12.5454129575726	0.190037219415246	9
GSE130970	ENSG00000054654	SYNE2	F3	3	12.3495001844369	0.257418991711674	14
GSE130970	ENSG00000054654	SYNE2	F4	4	12.6129169564342	0.0996484078064738	2
GSE130970	ENSG00000176438	SYNE3	F0	0	9.08936356222825	0.209096338848612	18
GSE130970	ENSG00000176438	SYNE3	F1	1	9.09758225682459	0.287329654066919	28
GSE130970	ENSG00000176438	SYNE3	F2	2	9.06225483999156	0.224877078921654	9
GSE130970	ENSG00000176438	SYNE3	F3	3	8.82163786815941	0.339805355308824	14
GSE130970	ENSG00000176438	SYNE3	F4	4	8.63500038566573	0.415263333576006	2
GSE130970	ENSG00000181392	SYNE4	F0	0	7.60317886839109	0.3589442967178	18
GSE130970	ENSG00000181392	SYNE4	F1	1	7.50031506669474	0.319605777160635	28
GSE130970	ENSG00000181392	SYNE4	F2	2	7.379733203737	0.317339916075713	9
GSE130970	ENSG00000181392	SYNE4	F3	3	7.48057012379318	0.504005344433017	14
GSE130970	ENSG00000181392	SYNE4	F4	4	7.2111999293291	0.235590132859547	2
GSE130970	ENSG00000187079	TEAD1	F0	0	11.1777308900211	0.269199479700394	18
GSE130970	ENSG00000187079	TEAD1	F1	1	11.1949510592336	0.247017363934289	28
GSE130970	ENSG00000187079	TEAD1	F2	2	11.1128613992615	0.170796932845206	9
GSE130970	ENSG00000187079	TEAD1	F3	3	11.1699776822209	0.168186604352867	14
GSE130970	ENSG00000187079	TEAD1	F4	4	11.1194789665628	0.179476770171886	2
GSE130970	ENSG00000074219	TEAD2	F0	0	6.6048886272509	0.455664047360454	18
GSE130970	ENSG00000074219	TEAD2	F1	1	6.36150905403516	0.414299912710447	28
GSE130970	ENSG00000074219	TEAD2	F2	2	6.49608022897535	0.300023614871516	9
GSE130970	ENSG00000074219	TEAD2	F3	3	6.86987390808162	0.636763188656068	14
GSE130970	ENSG00000074219	TEAD2	F4	4	7.25088728904072	0.290175773397581	2
GSE130970	ENSG00000007866	TEAD3	F0	0	7.08938820131458	0.403721154038253	18
GSE130970	ENSG00000007866	TEAD3	F1	1	7.12175927803381	0.265208395655852	28
GSE130970	ENSG00000007866	TEAD3	F2	2	6.95373985503405	0.241041525852903	9
GSE130970	ENSG00000007866	TEAD3	F3	3	6.99758465964071	0.336724824921026	14
GSE130970	ENSG00000007866	TEAD3	F4	4	6.67417084699957	0.276228698479961	2
GSE130970	ENSG00000197905	TEAD4	F0	0	4.74295380796373	1.02260127261747	18
GSE130970	ENSG00000197905	TEAD4	F1	1	4.40706790915434	0.360434556291106	28
GSE130970	ENSG00000197905	TEAD4	F2	2	4.32661820868157	0.334356986794644	9
GSE130970	ENSG00000197905	TEAD4	F3	3	4.82588896451123	0.640676641968536	14
GSE130970	ENSG00000197905	TEAD4	F4	4	5.280804690296	0.0364997007932683	2
GSE130970	ENSG00000138336	TET1	F0	0	7.90345926934713	0.445533900481877	18
GSE130970	ENSG00000138336	TET1	F1	1	7.85284475501733	0.324454342789336	28
GSE130970	ENSG00000138336	TET1	F2	2	8.01010277100468	0.39176568343203	9
GSE130970	ENSG00000138336	TET1	F3	3	8.00108846561234	0.354519572029116	14
GSE130970	ENSG00000138336	TET1	F4	4	8.19736385465054	0.595455458745698	2
GSE130970	ENSG00000168769	TET2	F0	0	10.8228523126472	0.212610902097975	18
GSE130970	ENSG00000168769	TET2	F1	1	10.8738785095395	0.206967183434678	28
GSE130970	ENSG00000168769	TET2	F2	2	10.7925624917356	0.21098791481189	9
GSE130970	ENSG00000168769	TET2	F3	3	10.7866550518604	0.205874662369174	14
GSE130970	ENSG00000168769	TET2	F4	4	10.9175569356026	0.18405013791123	2
GSE130970	ENSG00000187605	TET3	F0	0	9.11671110229681	0.1786279184862	18
GSE130970	ENSG00000187605	TET3	F1	1	9.1390619822367	0.192055694386219	28
GSE130970	ENSG00000187605	TET3	F2	2	9.04673715846491	0.140323228075243	9
GSE130970	ENSG00000187605	TET3	F3	3	9.01784323410103	0.266983661958773	14
GSE130970	ENSG00000187605	TET3	F4	4	8.89952501379585	0.109414233410306	2
GSE130970	ENSG00000137076	TLN1	F0	0	12.019822341926	0.155858653299719	18
GSE130970	ENSG00000137076	TLN1	F1	1	12.1537263407804	0.160159111436531	28
GSE130970	ENSG00000137076	TLN1	F2	2	12.1302641377942	0.171048409413091	9
GSE130970	ENSG00000137076	TLN1	F3	3	12.0926436754341	0.322263298947487	14
GSE130970	ENSG00000137076	TLN1	F4	4	12.431105739841	0.104223714384599	2
GSE130970	ENSG00000120802	TMPO	F0	0	10.4782508512746	0.240133670302446	18
GSE130970	ENSG00000120802	TMPO	F1	1	10.5086903802765	0.330944723966347	28
GSE130970	ENSG00000120802	TMPO	F2	2	10.6080729235526	0.307700392647997	9
GSE130970	ENSG00000120802	TMPO	F3	3	10.4760531839634	0.316551840735042	14
GSE130970	ENSG00000120802	TMPO	F4	4	10.8924488745497	0.574876040081856	2
GSE130970	ENSG00000047410	TPR	F0	0	11.8676019658626	0.10825238553318	18
GSE130970	ENSG00000047410	TPR	F1	1	11.8947171616768	0.0973272121849609	28
GSE130970	ENSG00000047410	TPR	F2	2	11.9466450830413	0.104464120296691	9
GSE130970	ENSG00000047410	TPR	F3	3	11.7545529446497	0.199217031209761	14
GSE130970	ENSG00000047410	TPR	F4	4	11.9802499157839	0.026352828466065	2
GSE130970	ENSG00000123416	TUBA1B	F0	0	11.4130226453824	0.417257054612344	18
GSE130970	ENSG00000123416	TUBA1B	F1	1	11.5079860750623	0.411705695302012	28
GSE130970	ENSG00000123416	TUBA1B	F2	2	11.5030994146023	0.349660419840443	9
GSE130970	ENSG00000123416	TUBA1B	F3	3	11.5756556700564	0.5120658115225	14
GSE130970	ENSG00000123416	TUBA1B	F4	4	12.2169102404498	0.291284419143567	2
GSE130970	ENSG00000035403	VCL	F0	0	9.81065172950644	0.350447529006513	18
GSE130970	ENSG00000035403	VCL	F1	1	9.94583660858723	0.257202781719497	28
GSE130970	ENSG00000035403	VCL	F2	2	9.78156697272058	0.266373634168858	9
GSE130970	ENSG00000035403	VCL	F3	3	9.97662016363734	0.378401407816265	14
GSE130970	ENSG00000035403	VCL	F4	4	10.4026453579676	0.106007725733257	2
GSE130970	ENSG00000026025	VIM	F0	0	10.9110435982551	0.351230039639645	18
GSE130970	ENSG00000026025	VIM	F1	1	11.032333333009	0.444739088481905	28
GSE130970	ENSG00000026025	VIM	F2	2	11.1157477807891	0.461686449607325	9
GSE130970	ENSG00000026025	VIM	F3	3	11.4938465600258	0.655608062048494	14
GSE130970	ENSG00000026025	VIM	F4	4	12.0985395678179	0.51668416877516	2
GSE130970	ENSG00000018408	WWTR1	F0	0	9.61286275280693	0.258645752194611	18
GSE130970	ENSG00000018408	WWTR1	F1	1	9.62294753311509	0.254178866878031	28
GSE130970	ENSG00000018408	WWTR1	F2	2	9.65054547986111	0.2205200291175	9
GSE130970	ENSG00000018408	WWTR1	F3	3	9.76702731882778	0.332076979118623	14
GSE130970	ENSG00000018408	WWTR1	F4	4	9.96664831836672	0.608247649870321	2
GSE130970	ENSG00000137693	YAP1	F0	0	10.073516464122	0.167022609528689	18
GSE130970	ENSG00000137693	YAP1	F1	1	10.1011493999453	0.183433521256391	28
GSE130970	ENSG00000137693	YAP1	F2	2	10.1088648786189	0.240310914792349	9
GSE130970	ENSG00000137693	YAP1	F3	3	10.3117597896152	0.265298509799994	14
GSE130970	ENSG00000137693	YAP1	F4	4	10.4551999714557	0.0815466847922758	2
GSE130970	ENSG00000185728	YTHDF3	F0	0	10.9746443390539	0.0699001882601567	18
GSE130970	ENSG00000185728	YTHDF3	F1	1	11.0335540735551	0.0916870605418206	28
GSE130970	ENSG00000185728	YTHDF3	F2	2	10.9987790219112	0.109470979525049	9
GSE130970	ENSG00000185728	YTHDF3	F3	3	11.0516706190819	0.0741774999670587	14
GSE130970	ENSG00000185728	YTHDF3	F4	4	11.0148882835821	0.0914070503038338	2
GSE135251	ENSG00000107796	ACTA2	F0	0	8.50647956228271	0.827073993254833	38
GSE135251	ENSG00000107796	ACTA2	F1	1	8.49221022520959	0.794160117707294	48
GSE135251	ENSG00000107796	ACTA2	F2	2	8.42077853636664	0.889582331343453	54
GSE135251	ENSG00000107796	ACTA2	F3	3	8.83836771117097	0.789095877482718	54
GSE135251	ENSG00000107796	ACTA2	F4	4	9.36120972839487	1.19912023005205	14
GSE135251	ENSG00000075624	ACTB	F0	0	13.5648320324452	0.381943217070161	38
GSE135251	ENSG00000075624	ACTB	F1	1	13.572413786354	0.373864605801433	48
GSE135251	ENSG00000075624	ACTB	F2	2	13.6651169631282	0.423474625685448	54
GSE135251	ENSG00000075624	ACTB	F3	3	13.6181256662348	0.349795153194438	54
GSE135251	ENSG00000075624	ACTB	F4	4	13.6804077806199	0.421364799202115	14
GSE135251	ENSG00000138071	ACTR2	F0	0	10.6456853414566	0.601582649033673	38
GSE135251	ENSG00000138071	ACTR2	F1	1	10.8053487947032	0.564256134825362	48
GSE135251	ENSG00000138071	ACTR2	F2	2	10.717456150322	0.611846339679821	54
GSE135251	ENSG00000138071	ACTR2	F3	3	10.7738747702426	0.660123335442415	54
GSE135251	ENSG00000138071	ACTR2	F4	4	10.5249522237408	0.662114759652	14
GSE135251	ENSG00000130203	APOE	F0	0	15.6236015983131	0.503745925911106	38
GSE135251	ENSG00000130203	APOE	F1	1	15.4312781891648	0.590195651124597	48
GSE135251	ENSG00000130203	APOE	F2	2	15.5300866175319	0.498283859290925	54
GSE135251	ENSG00000130203	APOE	F3	3	15.3727252720353	0.604520881956987	54
GSE135251	ENSG00000130203	APOE	F4	4	15.4744400587398	0.633326020612687	14
GSE135251	ENSG00000175334	BANF1	F0	0	9.79727266425809	0.36922430904166	38
GSE135251	ENSG00000175334	BANF1	F1	1	9.69502765627885	0.340040638657478	48
GSE135251	ENSG00000175334	BANF1	F2	2	9.73078929192495	0.360540321714011	54
GSE135251	ENSG00000175334	BANF1	F3	3	9.71269015574316	0.253004061556517	54
GSE135251	ENSG00000175334	BANF1	F4	4	9.68669134443869	0.285142178743288	14
GSE135251	ENSG00000141867	BRD4	F0	0	9.10705195711684	0.55620223514703	38
GSE135251	ENSG00000141867	BRD4	F1	1	9.0037235387435	0.523703253396625	48
GSE135251	ENSG00000141867	BRD4	F2	2	9.15688408339343	0.576215918963616	54
GSE135251	ENSG00000141867	BRD4	F3	3	8.93935130943627	0.651941194211758	54
GSE135251	ENSG00000141867	BRD4	F4	4	9.13802804696858	0.544433431102445	14
GSE135251	ENSG00000094916	CBX5	F0	0	9.25162452657577	0.35588787874645	38
GSE135251	ENSG00000094916	CBX5	F1	1	9.38889456466094	0.298936102905542	48
GSE135251	ENSG00000094916	CBX5	F2	2	9.32787310508917	0.34252791739098	54
GSE135251	ENSG00000094916	CBX5	F3	3	9.33745587116182	0.279730424956549	54
GSE135251	ENSG00000094916	CBX5	F4	4	9.21618554223136	0.352961498142499	14
GSE135251	ENSG00000118523	CCN2	F0	0	6.78978883811805	0.823842691364014	38
GSE135251	ENSG00000118523	CCN2	F1	1	6.92858777437293	0.683602589578043	48
GSE135251	ENSG00000118523	CCN2	F2	2	6.93742447426006	0.938747814931609	54
GSE135251	ENSG00000118523	CCN2	F3	3	7.35063063316657	0.909035555869324	54
GSE135251	ENSG00000118523	CCN2	F4	4	7.70070947585241	0.98066252457486	14
GSE135251	ENSG00000172757	CFL1	F0	0	11.5161532983438	0.344596358818102	38
GSE135251	ENSG00000172757	CFL1	F1	1	11.5284476326993	0.274831210156568	48
GSE135251	ENSG00000172757	CFL1	F2	2	11.6007202484634	0.301676589680297	54
GSE135251	ENSG00000172757	CFL1	F3	3	11.6080336246119	0.238854706631014	54
GSE135251	ENSG00000172757	CFL1	F4	4	11.6318192259857	0.271367950811893	14
GSE135251	ENSG00000108821	COL1A1	F0	0	8.07503557193012	0.88218991962887	38
GSE135251	ENSG00000108821	COL1A1	F1	1	8.3929606888223	1.09516944318281	48
GSE135251	ENSG00000108821	COL1A1	F2	2	9.00852747053968	1.28541407166532	54
GSE135251	ENSG00000108821	COL1A1	F3	3	9.21198479057888	1.09069435198794	54
GSE135251	ENSG00000108821	COL1A1	F4	4	9.66959476406725	1.35790149548144	14
GSE135251	ENSG00000164692	COL1A2	F0	0	9.06370193187401	0.550357684041635	38
GSE135251	ENSG00000164692	COL1A2	F1	1	9.30054061951274	0.613395026049812	48
GSE135251	ENSG00000164692	COL1A2	F2	2	9.68091514666216	0.81046165930165	54
GSE135251	ENSG00000164692	COL1A2	F3	3	10.0681508254957	0.751583718467113	54
GSE135251	ENSG00000164692	COL1A2	F4	4	10.501765751903	0.839521036013781	14
GSE135251	ENSG00000005339	CREBBP	F0	0	8.98306540311106	0.322848429052969	38
GSE135251	ENSG00000005339	CREBBP	F1	1	8.97803998343961	0.361222206040789	48
GSE135251	ENSG00000005339	CREBBP	F2	2	9.0505759510859	0.426420610952318	54
GSE135251	ENSG00000005339	CREBBP	F3	3	8.84169857015986	0.425518701683432	54
GSE135251	ENSG00000005339	CREBBP	F4	4	8.96215644782846	0.270257609951156	14
GSE135251	ENSG00000102974	CTCF	F0	0	8.92091944786018	0.132545180582038	38
GSE135251	ENSG00000102974	CTCF	F1	1	8.94264721388596	0.160901146921854	48
GSE135251	ENSG00000102974	CTCF	F2	2	8.96992827478356	0.132066389215815	54
GSE135251	ENSG00000102974	CTCF	F3	3	8.92464218979885	0.161315812336514	54
GSE135251	ENSG00000102974	CTCF	F4	4	8.82587628294282	0.121106181050729	14
GSE135251	ENSG00000168036	CTNNB1	F0	0	11.7640698454923	0.307414658046921	38
GSE135251	ENSG00000168036	CTNNB1	F1	1	11.7621512815682	0.32815944990574	48
GSE135251	ENSG00000168036	CTNNB1	F2	2	11.7366548177107	0.286771341309916	54
GSE135251	ENSG00000168036	CTNNB1	F3	3	11.7240901798715	0.366895384041091	54
GSE135251	ENSG00000168036	CTNNB1	F4	4	11.6405688845662	0.33884466934325	14
GSE135251	ENSG00000130816	DNMT1	F0	0	7.64611159463194	0.426913603360982	38
GSE135251	ENSG00000130816	DNMT1	F1	1	7.68846952670539	0.472999813816045	48
GSE135251	ENSG00000130816	DNMT1	F2	2	7.89352394341625	0.494513813361549	54
GSE135251	ENSG00000130816	DNMT1	F3	3	7.78098614335368	0.417733071044419	54
GSE135251	ENSG00000130816	DNMT1	F4	4	7.92467201472709	0.410606276023032	14
GSE135251	ENSG00000119772	DNMT3A	F0	0	7.31378797123577	0.320193469825672	38
GSE135251	ENSG00000119772	DNMT3A	F1	1	7.34854157381058	0.434728467322499	48
GSE135251	ENSG00000119772	DNMT3A	F2	2	7.53595716576381	0.432937209303556	54
GSE135251	ENSG00000119772	DNMT3A	F3	3	7.58535469612256	0.41379171936933	54
GSE135251	ENSG00000119772	DNMT3A	F4	4	7.89546586761932	0.383280327214664	14
GSE135251	ENSG00000088305	DNMT3B	F0	0	5.09314271462319	0.691149785412644	38
GSE135251	ENSG00000088305	DNMT3B	F1	1	5.11800434303641	0.623940173943288	48
GSE135251	ENSG00000088305	DNMT3B	F2	2	5.13879066361855	0.628715203297623	54
GSE135251	ENSG00000088305	DNMT3B	F3	3	5.17826210810057	0.706520853205771	54
GSE135251	ENSG00000088305	DNMT3B	F4	4	5.24835635796635	0.514647795185846	14
GSE135251	ENSG00000197102	DYNC1H1	F0	0	11.0488911454652	0.294854150127091	38
GSE135251	ENSG00000197102	DYNC1H1	F1	1	11.0659355422053	0.377517164212303	48
GSE135251	ENSG00000197102	DYNC1H1	F2	2	11.1341036790382	0.400459561536662	54
GSE135251	ENSG00000197102	DYNC1H1	F3	3	11.0140989495195	0.360664829147788	54
GSE135251	ENSG00000197102	DYNC1H1	F4	4	11.0968973181582	0.367705358777033	14
GSE135251	ENSG00000074266	EED	F0	0	7.30443257561133	0.396633394504134	38
GSE135251	ENSG00000074266	EED	F1	1	7.33622999809066	0.285843371851126	48
GSE135251	ENSG00000074266	EED	F2	2	7.32050770711554	0.383644038931567	54
GSE135251	ENSG00000074266	EED	F3	3	7.47938105715521	0.296192445336028	54
GSE135251	ENSG00000074266	EED	F4	4	7.2394625616524	0.494109561903072	14
GSE135251	ENSG00000181090	EHMT1	F0	0	9.12911371468631	0.239838576696912	38
GSE135251	ENSG00000181090	EHMT1	F1	1	9.04189582003948	0.322394291654887	48
GSE135251	ENSG00000181090	EHMT1	F2	2	9.10407351474922	0.375748469370782	54
GSE135251	ENSG00000181090	EHMT1	F3	3	8.91826647279755	0.352173470389073	54
GSE135251	ENSG00000181090	EHMT1	F4	4	8.9400735028281	0.33790062346286	14
GSE135251	ENSG00000204371	EHMT2	F0	0	7.91801288123033	0.476449405536266	38
GSE135251	ENSG00000204371	EHMT2	F1	1	7.8128048904058	0.531145183129788	48
GSE135251	ENSG00000204371	EHMT2	F2	2	7.99182860493509	0.507013919223407	54
GSE135251	ENSG00000204371	EHMT2	F3	3	7.85203516449315	0.583036632060089	54
GSE135251	ENSG00000204371	EHMT2	F4	4	7.99324365545535	0.663656644004334	14
GSE135251	ENSG00000102119	EMD	F0	0	8.67896648964214	0.367106325801843	38
GSE135251	ENSG00000102119	EMD	F1	1	8.60696768885139	0.295656394723448	48
GSE135251	ENSG00000102119	EMD	F2	2	8.62336824096018	0.302868981920361	54
GSE135251	ENSG00000102119	EMD	F3	3	8.54928323826809	0.333910374513154	54
GSE135251	ENSG00000102119	EMD	F4	4	8.48362833217924	0.222657132882615	14
GSE135251	ENSG00000100393	EP300	F0	0	8.95425922985018	0.567899423120131	38
GSE135251	ENSG00000100393	EP300	F1	1	9.09233531092853	0.512295133781633	48
GSE135251	ENSG00000100393	EP300	F2	2	9.142875841516	0.558780822566912	54
GSE135251	ENSG00000100393	EP300	F3	3	8.89293720090934	0.485697787294901	54
GSE135251	ENSG00000100393	EP300	F4	4	8.94988060978327	0.43898632979522	14
GSE135251	ENSG00000106462	EZH2	F0	0	5.59937361941408	0.516841931803574	38
GSE135251	ENSG00000106462	EZH2	F1	1	5.83470369418169	0.552077967188143	48
GSE135251	ENSG00000106462	EZH2	F2	2	5.94917242059298	0.594168328650816	54
GSE135251	ENSG00000106462	EZH2	F3	3	6.18115718699208	0.497105076648132	54
GSE135251	ENSG00000106462	EZH2	F4	4	6.331890647537	0.55412937200461	14
GSE135251	ENSG00000073712	FERMT2	F0	0	10.7093110765281	0.482697559762274	38
