Ensembl_ID	Gene_symbol	baseMean	padj_lrt	sig_lrt	n_baseline_sig	baseline_dirs	first_stage_diff	baseline_hits	n_strata_sig	strata_dirs	strata_hits	class
ENSG00000169429	CXCL8	46.45250898645369	1.6237767927443184e-117	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000137673	MMP7	56.57308324848091	1.8612671298481533e-92	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	6	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000108244	KRT23	21.927434923759215	3.694433990951274e-89	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	6	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000124875	CXCL6	41.76357265941357	2.4872883851498625e-84	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000108691	CCL2	98.490180415436	5.338949653908169e-83	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000159167	STC1	19.516554848372262	5.338949653908169e-83	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000104435	STMN2	37.02294479239021	2.4659798462867577e-82	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	6	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000137331	IER3	58.99114650437806	6.403070838847724e-82	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000128342	LIF	21.832418435707005	1.511260915755976e-78	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000163739	CXCL1	18.889488837445022	2.713892043545031e-72	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000164949	GEM	103.93148666168597	2.599957865836049e-68	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000138131	LOXL4	122.83015192736634	3.6294234237591797e-68	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000079931	MOXD1	59.513406400659825	1.3449937803644174e-67	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	6	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000137801	THBS1	1312.5585708281228	3.250901844609709e-66	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000168398	BDKRB2	18.654995255841126	4.75216343106728e-65	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000136997	MYC	86.84955217499753	1.2829997838790269e-64	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000186340	THBS2	371.9486575665841	2.8126439659325596e-63	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000078098	FAP	25.84835368816335	4.945827020199732e-63	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000124766	SOX4	98.98212784591843	7.098296281640212e-59	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000142871	CCN1	153.7643134293011	4.119812469157886e-58	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000117152	RGS4	44.11184626002166	3.9999014856375687e-57	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000198542	ITGBL1	181.00849178603036	1.2149593419493376e-56	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000006327	TNFRSF12A	82.15316311345539	7.915845150807668e-54	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000119280	C1orf198	242.80940418228718	9.397089289417383e-53	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000139329	LUM	993.6114230721606	8.779306881076078e-52	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000146038	DCDC2	194.82785776792218	8.779306881076078e-52	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000135480	KRT7	181.590425895655	1.207619140350948e-51	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000125398	SOX9	94.53139697358567	9.191911531819255e-51	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000038427	VCAN	380.7535518298574	1.3267148252753054e-50	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000115380	EFEMP1	267.15873332798327	2.078872276510457e-50	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000115009	CCL20	22.233446184592292	1.3488935969346265e-49	TRUE	4	up	1	F1_vs_F0,F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F2_vs_F1,F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000154096	THY1	137.1438995850902	1.937359849206315e-49	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000148180	GSN	1060.657347679964	1.2415896514802211e-48	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000118523	CCN2	216.10139853686394	1.635172754377514e-48	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000134258	VTCN1	31.100925504965588	3.929063452962047e-48	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000163453	IGFBP7	2261.149246772172	2.441141513064036e-47	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000140092	FBLN5	496.8603384343129	2.930086014205372e-47	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000253368	TRNP1	35.26319356259127	6.992744808609366e-47	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000162366	PDZK1IP1	30.046179852236378	1.9641864016493776e-46	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000154734	ADAMTS1	242.2707117852497	2.322915283678282e-46	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000138135	CH25H	12.370221231283923	4.616027475214485e-46	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000117525	F3	72.93698744674035	5.14114770759183e-46	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000166145	SPINT1	56.50981781106738	5.14114770759183e-46	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	6	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000119681	LTBP2	213.85558496870442	6.975234178332795e-46	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000159212	CLIC6	35.60457930605012	1.2503281704441524e-45	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000113361	CDH6	148.12550903799914	2.9026142605458485e-45	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000159388	BTG2	183.6171724910021	2.9026142605458485e-45	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000182718	ANXA2	1804.7357331756357	3.4264725868853583e-44	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000185022	MAFF	46.58388538957205	1.1657888340431817e-43	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000110799	VWF	298.431848593311	1.2343687063317307e-43	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000184292	TACSTD2	36.24434930732705	2.1898073533431442e-43	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	6	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000122870	BICC1	223.83192255170013	7.806729140110736e-43	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000163393	SLC22A15	30.278204689841278	1.1463802674249683e-42	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000149043	SYT8	10.602489301109184	3.2120300471314725e-42	TRUE	1	up	4	F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000119888	EPCAM	79.97551331942324	3.296202305692224e-42	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000102265	TIMP1	1206.0205739011694	3.4436796201487696e-41	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000108551	RASD1	51.02984270152687	7.211849855723999e-41	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F2	baseline_and_strata
ENSG00000099994	SUSD2	40.35473353715336	1.481639971105552e-40	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000182836	PLCXD3	159.30581195149745	2.732519229495365e-40	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000073756	PTGS2	30.33847222174562	7.42063247755451e-40	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000121966	CXCR4	114.78236725944338	9.21955719410578e-40	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000050555	LAMC3	137.97272239091427	1.0867099030270064e-39	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000131981	LGALS3	238.646780308209	1.241563243437071e-39	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000019102	VSIG2	29.770831935200434	2.5813454476577663e-39	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000164484	TMEM200A	16.968575091800176	9.870674428122655e-39	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000170961	HAS2	15.90535469640083	1.371332829151822e-38	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000101384	JAG1	312.05075668193575	1.831962881480094e-38	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000198074	AKR1B10	683.4013592426242	2.3355256535208185e-37	TRUE	4	up	1	F1_vs_F0,F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000187479	C11orf96	55.22721547973656	8.220842988522494e-37	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000162909	CAPN2	1047.7287223489964	8.840938775829456e-37	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000183496	MEX3B	10.47055427065021	4.1331729671663824e-36	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000172201	ID4	38.44198629703766	4.15046742459646e-36	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000167767	KRT80	11.171528359778348	4.442583543762706e-36	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	6	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000050165	DKK3	193.2597045394676	5.4406035117365055e-36	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000240583	AQP1	558.1333595817492	7.934098618057647e-36	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000163638	ADAMTS9	205.5149545849031	9.332104225923495e-36	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000130300	PLVAP	114.24732754532253	1.241969163011032e-35	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000197461	PDGFA	89.93105829710923	7.665825662449216e-35	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000125740	FOSB	50.72325618519234	1.259783584160367e-34	TRUE	2	up	2	F2_vs_F0,F4_vs_F0	1	up	F2_vs_F1	baseline_and_strata
ENSG00000197956	S100A6	235.89570885631912	1.259783584160367e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000163075	CFAP221	100.41666996848568	1.2923300488821114e-34	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000131711	MAP1B	221.74423743105186	1.3867696317812383e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000137819	PAQR5	82.97417711605827	1.3867696317812383e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000150594	ADRA2A	16.924889410781585	2.2651960538400636e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000179913	B3GNT3	20.846584514869484	2.7492053467249238e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000087245	MMP2	237.35649116677882	3.7709068651378598e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000158258	CLSTN2	140.75875678775714	6.124770220938326e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000187498	COL4A1	952.2717218202766	7.908052698739613e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000106624	AEBP1	546.2352311643141	9.125406818059422e-34	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000178726	THBD	95.9921503138381	1.3850246966506362e-33	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000185222	TCEAL9	142.256429615634	3.4690548184883454e-33	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000124216	SNAI1	22.750178780062285	3.652028043346083e-33	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000126803	HSPA2	30.221064718359198	8.381587775033458e-33	TRUE	1	up	4	F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000134769	DTNA	189.63326690793167	3.859159065589366e-32	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000136826	KLF4	54.20682391473179	5.501351113182258e-32	TRUE	1	up	4	F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000076716	GPC4	60.119723918703805	8.845274208497412e-32	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000130513	GDF15	32.003214799761345	1.082393730407232e-31	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000156510	HKDC1	169.26226001655274	1.8931458991068373e-31	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000169994	MYO7B	43.527721346400796	3.4787742389623995e-31	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000153234	NR4A2	45.48584870159827	3.4821333957977083e-31	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000069849	ATP1B3	150.05594172823785	3.8802519437838367e-31	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000145632	PLK2	565.2776913796997	3.88276165491172e-31	TRUE	1	up	4	F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000241644	INMT	490.872458025362	4.535021752144499e-31	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000163435	ELF3	282.3723113894932	5.088383906395837e-31	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000112936	C7	4795.237705257761	6.316953906513049e-31	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000103196	CRISPLD2	287.1993673122647	1.288787021492833e-30	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000196569	LAMA2	624.4542345474537	1.6104289308488812e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000079257	LXN	60.309589611739014	2.690962533413363e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000113657	DPYSL3	180.96210850470484	2.7274764561448967e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000054598	FOXC1	11.42230963419578	2.9553953927485258e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000164171	ITGA2	77.53510557153578	2.9553953927485258e-30	TRUE	1	up	4	F4_vs_F0	4	up	F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000134871	COL4A2	710.119635996322	3.056235283080774e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000180828	BHLHE22	10.974314903249848	4.2337285058718214e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000088992	TESC	28.903430123273406	5.220887668827891e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000164692	COL1A2	1386.7576808627318	6.741317297824549e-30	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	3	up	F3_vs_F1,F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000149591	TAGLN	498.07432202708117	8.772994498476262e-30	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000139289	PHLDA1	373.82788507625554	9.227454973120706e-30	TRUE	1	up	4	F4_vs_F0	3	up	F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000131080	EDA2R	29.91604090537637	1.838963137172218e-29	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	5	up	F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000162772	ATF3	145.52113813660765	2.0001805547908193e-29	TRUE	3	up	2	F2_vs_F0,F3_vs_F0,F4_vs_F0	1	up	F4_vs_F1	baseline_and_strata
ENSG00000148677	ANKRD1	9.454228043350737	3.2868144196803867e-29	TRUE	1	up	4	F4_vs_F0	6	up	F2_vs_F1,F3_vs_F1,F3_vs_F2,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
ENSG00000110848	CD69	43.89668385650079	4.0617025926005215e-29	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	2	up	F4_vs_F1,F4_vs_F2	baseline_and_strata
ENSG00000102760	RGCC	38.232502831006784	6.73384662868375e-29	TRUE	2	up	3	F3_vs_F0,F4_vs_F0	4	up	F3_vs_F1,F4_vs_F1,F4_vs_F2,F4_vs_F3	baseline_and_strata
