Ensembl_ID	Gene_symbol	baseMean	padj_lrt	sig_lrt	n_baseline_sig	baseline_dirs	first_stage_diff	baseline_hits	n_strata_sig	strata_dirs	strata_hits	class
ENSG00000167487	KLHL26	58.16937197987248	0.048091035351017504	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183684	ALYREF	190.30304355480465	0.048221305769015774	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000256061	DNAAF4	23.385190237435665	0.048221305769015774	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000042088	TDP1	199.1370442197485	0.048237781296755426	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000166888	STAT6	1933.7621817045504	0.0482563564553607	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000167332	OR51E2	9.220139832996795	0.048276549706445016	TRUE	1	down	4	F4_vs_F0	0	NA	NA	baseline_only
ENSG00000132749	TESMIN	14.670344306447856	0.04828116065814059	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000162517	PEF1	798.2118338597198	0.04830262989771916	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000178952	TUFM	2676.7702149402608	0.048345222484762716	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000197721	CR1L	14.352916142104036	0.048345222484762716	TRUE	0	NA	NA	NA	1	down	F4_vs_F2	strata_only
ENSG00000163291	PAQR3	209.60276127760176	0.048360828234793776	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196642	RABL6	227.29487309335872	0.04842244321105988	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000143479	DYRK3	72.88062277447628	0.04845204438485646	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000011600	TYROBP	361.6982931341053	0.04845866151732552	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000177879	AP3S1	645.0856119043862	0.04848432038792782	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000206559	ZCWPW2	24.77174002136391	0.04848432038792782	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000049247	UTS2	5.2276931641731705	0.04853562676744345	TRUE	0	NA	NA	NA	2	down	F4_vs_F1,F4_vs_F3	strata_only
ENSG00000169919	GUSB	1908.3474345878453	0.04853562676744345	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000112697	TMEM30A	2652.659705472164	0.04856117531735552	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000176396	EID2	103.08917007377843	0.04856117531735552	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000099960	SLC7A4	4.456916394023398	0.04858337374482748	TRUE	0	NA	NA	NA	1	up	F4_vs_F2	strata_only
ENSG00000003989	SLC7A2	10917.434894780412	0.04859820775398215	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196646	ZNF136	161.82072038413563	0.04859820775398215	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000168566	SNRNP48	365.6126925680975	0.04860752054208991	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000161036	LRWD1	180.0296128598101	0.04878238385296845	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000149480	MTA2	583.3017548864739	0.04878348618349236	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000090060	PAPOLA	2647.1073456830654	0.04883876781261102	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000154165	GPR15	1.8077093701365623	0.04883876781261102	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000132635	PCED1A	299.90453678539825	0.04890296640358587	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000169727	GPS1	947.0430094700728	0.04891635068456645	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000138161	CUZD1	7.010974965274018	0.04895412082897144	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000138376	BARD1	89.99943682565036	0.04895412082897144	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000034239	CLXN	12.01415384128975	0.048971897297893016	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000003096	KLHL13	132.35792548623792	0.04906566239004676	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000130165	ELOF1	365.213877682038	0.049085473829203044	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000155893	PXYLP1	201.0496965423921	0.04912167040351048	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000096401	CDC5L	1123.2980156237177	0.049143856882197454	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000162595	DIRAS3	101.07779270988235	0.049143856882197454	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000244474	UGT1A4	2870.2456527071595	0.04918148750585978	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000214652	ZNF727	18.541171836544354	0.049203367368049054	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000162836	ACP6	409.7142252256018	0.04944000450189074	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000143891	GALM	1508.881590821963	0.04946068658716217	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000172830	SSH3	177.8893152826089	0.04949202263342692	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000169918	OTUD7A	18.728583548399175	0.04951767502389873	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000180316	PNPLA1	7.64499194150287	0.04956213772320161	TRUE	1	down	4	F4_vs_F0	0	NA	NA	baseline_only
ENSG00000061987	MON2	1932.101282053073	0.049567409617745674	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000114861	FOXP1	683.4035913266835	0.049610736300778745	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000077063	CTTNBP2	113.22171218000454	0.04962480540259843	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000104915	STX10	286.33446681594467	0.04962534128747538	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000118292	C1orf54	89.49375460473856	0.04962534128747538	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000184619	KRBA2	51.261279813890546	0.04964380611795246	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000171017	LRRC8E	90.59042467866468	0.049691449337082354	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000139613	SMARCC2	801.6974572204058	0.04969881954024636	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000131475	VPS25	604.7887966391208	0.04971027802181189	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000170584	NUDCD2	654.5612104636309	0.0497186040344234	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000078081	LAMP3	35.2632797867026	0.049753924248250266	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000102780	DGKH	319.93814635489395	0.04981094632778636	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000215009	ACSM4	9.472626272531535	0.049838802172987376	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000100297	MCM5	288.651873668771	0.0498637865589489	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000165113	GKAP1	181.85738196722733	0.049864359900497965	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000172845	SP3	1436.8461005387842	0.04986829926711606	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000148335	NTMT1	252.0566457268459	0.04989904418780056	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000163297	ANTXR2	1012.3831855000982	0.04991544659024381	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000198610	AKR1C4	6971.348603334217	0.04991544659024381	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000089127	OAS1	761.8610383834082	0.049963705697728865	TRUE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000021762	OSBPL5	45.287418996460254	0.05008803218494196	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000128512	DOCK4	954.5391591062918	0.05008803218494196	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000148290	SURF1	913.515146921606	0.05008803218494196	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000231852	CYP21A2	104.99332250532744	0.05008803218494196	FALSE	0	NA	NA	NA	1	up	F4_vs_F1	strata_only
ENSG00000182307	C8orf33	421.86067351020074	0.05011474652652512	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000143816	WNT9A	7.410034314111819	0.05012633969552829	FALSE	0	NA	NA	NA	1	up	F4_vs_F1	strata_only
ENSG00000183454	GRIN2A	36.54582359416128	0.05012633969552829	FALSE	0	NA	NA	NA	1	up	F4_vs_F3	strata_only
ENSG00000198933	TBKBP1	42.40597294693349	0.05012633969552829	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000231738	TSPAN19	36.0973529993017	0.05012633969552829	FALSE	0	NA	NA	NA	1	down	F4_vs_F2	strata_only
ENSG00000104064	GABPB1	327.34046033396845	0.05015792843067554	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000204642	HLA-F	633.3364544337535	0.05016540662981121	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196365	LONP1	1047.0697619589625	0.05021691297905573	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000151694	ADAM17	349.0102806398523	0.05022748799669924	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000176584	DMBT1L1	8.150855150027235	0.05022833020050833	FALSE	1	down	4	F4_vs_F0	0	NA	NA	baseline_only
ENSG00000164405	UQCRQ	3095.985450707539	0.05026822208464043	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000149639	MTCL2	157.5296290148056	0.050359069354312495	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000112130	RNF8	207.39611916873545	0.0503762829947096	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000132002	DNAJB1	1231.782169560691	0.050520266497814284	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000141698	NT5C3B	408.89219641812286	0.050552871765755174	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000035928	RFC1	1336.669284871168	0.05063580203109641	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000138587	MNS1	37.883500979510224	0.050650847675384615	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000213920	MDP1	21.973380060783384	0.050650847675384615	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000159592	GPBP1L1	2416.4060205361234	0.050776728519493095	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000198216	CACNA1E	3.6198787805204398	0.05078447174570096	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000130988	RGN	5604.332809352126	0.05078490878714463	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000073150	PANX2	58.29093675652813	0.05081590197138277	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000170296	GABARAP	650.7948482722139	0.05082976714419805	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000114654	EFCC1	17.714980809044665	0.05084040200282025	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000136261	BZW2	255.10660344718042	0.050930099463442284	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000160256	SLX9	88.22330049373451	0.05094660840657292	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000177954	RPS27	5582.6462070471425	0.05094660840657292	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000204392	LSM2	170.51876230381893	0.05094660840657292	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000079335	CDC14A	74.480762098472	0.05097743499047592	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000141076	UTP4	321.7558530718597	0.051061966254687355	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000137563	GGH	1520.0415609016338	0.051073596450304216	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000168702	LRP1B	116.10827723668513	0.05108954987290611	FALSE	1	down	4	F4_vs_F0	0	NA	NA	baseline_only
ENSG00000087274	ADD1	1914.3315887422782	0.0512025546823228	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000100461	RBM23	893.6584747608929	0.05126760029578797	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000048028	USP28	438.35949508391343	0.051306789774015316	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000180530	NRIP1	1902.3958703836108	0.05132336501353406	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000153789	CIBAR2	14.840274844288585	0.05132426102496572	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000132842	AP3B1	619.8443820334404	0.05133869916105968	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183762	KREMEN1	121.90418179752957	0.05135430972245229	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000204435	CSNK2B	389.8253854898257	0.05135430972245229	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000105229	PIAS4	150.4573789932456	0.05137290180910813	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000144791	LIMD1	1191.5306407270928	0.05150658303555021	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000185437	SH3BGR	74.11159416664486	0.05150658303555021	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000172232	AZU1	4.016530667584193	0.051513038710648995	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000136485	DCAF7	1026.055900253014	0.051563798261267266	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000204315	FKBPL	58.48724734360505	0.05157045596179582	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000128346	C22orf23	13.432131979733063	0.05157918182981674	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000198597	ZNF536	2.2561414080479607	0.051594681391233514	FALSE	1	down	3	F3_vs_F0	0	NA	NA	baseline_only
ENSG00000141295	SCRN2	610.3783917421015	0.05190100472124153	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000139364	TMEM132B	21.367521682266073	0.051941546043980616	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000059573	ALDH18A1	774.2762293640199	0.05195700154263866	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000213859	KCTD11	108.49146812595103	0.05195700154263866	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000087269	NOP14	572.4611637172353	0.052024911573999036	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000099804	CDC34	570.5679288535587	0.052043784696670765	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000204839	MROH6	60.611269050814954	0.05212768922581086	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000263002	ZNF234	166.21832776076997	0.05212768922581086	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000196167	COLCA1	46.63316634401114	0.05214289820245793	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000188690	UROS	554.3623815659686	0.052172528102061785	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000114767	RRP9	110.38123238069832	0.052203123475154246	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000184840	TMED9	1719.2286507211386	0.052203123475154246	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000234465	PINLYP	38.199309332041466	0.052203123475154246	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000124523	SIRT5	1000.6956745786531	0.052209746162999275	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000243317	STMP1	592.8349927247833	0.05223304400617861	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000175581	MRPL48	337.550951056757	0.05226826910625396	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000130511	SSBP4	94.75561060502514	0.052276612346612045	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000144647	POMGNT2	140.27513508199155	0.05233653535937448	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000106443	PHF14	630.2302495412847	0.05239602980322196	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000102218	RP2	252.4436265985161	0.052409724245463356	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000181778	TMEM252	4.176528103220357	0.0524426969211392	FALSE	0	NA	NA	NA	1	up	F4_vs_F1	strata_only
ENSG00000013725	CD6	101.90813037968829	0.05246200882440753	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000122376	SHLD2	1280.6506364000993	0.05248242309198401	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000175390	EIF3F	1493.7262660178183	0.0524954628371698	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000070718	AP3M2	159.29782490474074	0.0525467504603325	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000183475	ASB7	276.3585191914691	0.0525467504603325	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000216588	IGSF23	127.3789346524869	0.05255972986470045	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000188747	NOXA1	85.38519901515468	0.05260893172702854	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000212916	MAP10	97.08833799578466	0.05260893172702854	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000131944	FAAP24	59.52614544646057	0.05260989536076838	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000182533	CAV3	1.5913280960635041	0.05270735675601185	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000065882	TBC1D1	1041.635350826426	0.05270837484930701	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000124226	RNF114	850.753803542203	0.052708468637186694	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000140030	GPR65	103.378210150027	0.052809469688461716	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000142765	SYTL1	57.05268073967834	0.052809469688461716	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000148308	GTF3C5	388.28814399902427	0.05292741807123165	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000174444	RPL4	11630.13918684859	0.05292741807123165	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000174236	REP15	21.69106104259613	0.05296853037255607	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000073417	PDE8A	1432.5178765447026	0.05297398550830856	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000138085	ATRAID	705.8656362369697	0.053077027825046974	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000064687	ABCA7	86.46379358755455	0.05320895983143869	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000105656	ELL	136.85947473763596	0.05320895983143869	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000147364	FBXO25	711.2679301959794	0.05320895983143869	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000166068	SPRED1	368.4386884340689	0.05320895983143869	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000170017	ALCAM	2044.940697337357	0.05320895983143869	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000182108	DEXI	515.711235032687	0.05323452992195789	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000166619	BLCAP	1411.4495968634403	0.05327485897828307	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000155363	MOV10	1051.5554479729688	0.053309662782046296	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000143420	ENSA	1663.0926362918256	0.053365562807983935	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000134014	ELP3	589.5624288007839	0.05338015260988006	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000147642	SYBU	536.449262764897	0.05338015260988006	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000177946	CENPBD1P	150.28507508809074	0.05338245310972473	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000197724	PHF2	312.1315195458288	0.05338245310972473	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000158158	CNNM4	146.9002301379415	0.053394580761594146	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000171960	PPIH	139.01464825671158	0.05340939147011622	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000152582	SPEF2	222.87407581266976	0.053442188833568646	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000164040	PGRMC2	2055.1640950310525	0.05349697824381325	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000110697	PITPNM1	182.70303304440185	0.05350798481884364	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000136205	TNS3	2573.539488109931	0.053559571648550665	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000173950	XXYLT1	46.571881564518726	0.0535629443187525	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000116906	GNPAT	870.8733217545811	0.05366428910809218	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000132824	SERINC3	2349.3276082086113	0.05368913421089214	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000100162	CENPM	25.64549341584026	0.0536926195917985	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000031698	SARS1	1772.163209227967	0.05373657428930726	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000168824	NSG1	37.93794232486386	0.05376382121164092	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000115421	PAPOLG	229.01505303924716	0.0538720180845288	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000013374	NUB1	896.1817429738085	0.05390581688259872	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000136153	LMO7	1973.103265327632	0.05390581688259872	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000067955	CBFB	259.7161961969067	0.05395312748067494	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000103202	NME4	900.2660062464371	0.05395312748067494	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000135362	PRR5L	74.78781108370663	0.05395312748067494	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000161638	ITGA5	1128.1051030514036	0.054013209465316146	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000185046	ANKS1B	64.22410160557561	0.054064504921520755	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000185730	ZNF696	61.34258002151096	0.05408024028392309	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000167986	DDB1	2781.3647404446456	0.05409513536263765	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000172493	AFF1	2202.5808018260345	0.05409513536263765	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000164649	CDCA7L	144.68796096231566	0.05415787100454327	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000126243	LRFN3	63.185021723022764	0.05417620972455692	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000111405	ENDOU	12.590919228048346	0.05421964323245498	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000054611	TBC1D22A	316.35596442872355	0.05422908330422593	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000114251	WNT5A	227.14886489532208	0.05422908330422593	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000089050	RBBP9	1152.5666443907141	0.054229861984727165	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000136842	TMOD1	270.7766906171719	0.054229861984727165	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000049883	PTCD2	152.83017982240125	0.05422993163251773	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000186185	KIF18B	23.049627005656404	0.05423786140163642	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000139974	SLC38A6	303.81004888493663	0.05423915588174885	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000125378	BMP4	59.280574790187046	0.05428329571105012	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000048991	R3HDM1	383.99291601199013	0.054308658657216215	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000107833	NPM3	76.95988054093448	0.05433531055181362	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000112033	PPARD	163.4038878152266	0.05436801121583479	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000171634	BPTF	1536.0362807216206	0.0543952311457752	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000123353	ORMDL2	312.1614476487664	0.05448112451830024	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000119421	NDUFA8	427.00431072275427	0.054517258286279235	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000129219	PLD2	227.58972643721987	0.05453450120274713	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000239305	RNF103	1378.549000225021	0.05453450120274713	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000140859	KIFC3	522.3308323244063	0.05454905340589949	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000103024	NME3	128.04850624172894	0.054607579830925644	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000065518	NDUFB4	1054.9968491250531	0.05463316112392053	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000104341	LAPTM4B	604.3531902336673	0.05463316112392053	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000188761	BCL2L15	38.76616096209252	0.05468526600218096	FALSE	1	down	4	F4_vs_F0	0	NA	NA	baseline_only
ENSG00000100285	NEFH	8.017621857488297	0.05468902921369106	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000130147	SH3BP4	747.9823237411276	0.05470059728502313	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000182389	CACNB4	23.20721694389198	0.05470059728502313	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000084463	WBP11	686.7650945755579	0.054711820156234284	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000116489	CAPZA1	1370.3563544359258	0.054734687004299246	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000133872	SARAF	4933.05230785489	0.054734687004299246	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000176171	BNIP3	2048.156332122305	0.05476216051419127	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000160209	PDXK	1601.1409489585326	0.05480311208343825	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
ENSG00000111802	TDP2	709.0118285586182	0.05486211531021323	FALSE	0	NA	NA	NA	0	NA	NA	not_significant
