Ensembl_ID	Gene_symbol	contrast	type	dir	baseMean	log2FC	lfcSE	padj	n_ds_tested	n_ds_same_dir
ENSG00000111859	NEDD9	F4_vs_F0	baseline	up	274.00174358694636	0.8066475991683327	0.11690468482323078	1.5728207161064387e-10	3	3
ENSG00000183549	ACSM5	F4_vs_F0	baseline	down	5972.954737506555	-0.6119224163329098	0.08874377663235043	1.6222284472214945e-10	3	3
ENSG00000120057	SFRP5	F4_vs_F0	baseline	up	94.86630811642837	1.592138216980704	0.2311103802208024	1.692576434704681e-10	3	3
ENSG00000167642	SPINT2	F4_vs_F0	baseline	up	157.30518815259651	1.1966390349270093	0.173729377646184	1.7029274650970397e-10	3	3
ENSG00000167565	SERTAD3	F4_vs_F0	baseline	up	131.44454631074782	0.7760730346510031	0.11279071030594093	1.7892148436414718e-10	3	3
ENSG00000174307	PHLDA3	F4_vs_F0	baseline	up	82.73024778252658	1.1705849622449434	0.17021429465883872	1.8305907144419837e-10	3	3
ENSG00000049759	NEDD4L	F4_vs_F0	baseline	up	522.3058518564882	0.6285350384594222	0.09158038246542681	2.0107494234513434e-10	3	3
ENSG00000071282	LMCD1	F4_vs_F0	baseline	up	62.21905019549011	1.2480712486262702	0.18209286611004388	2.136117174397068e-10	3	3
ENSG00000075624	ACTB	F4_vs_F0	baseline	up	13239.311635870128	0.6402945695432826	0.09349129516023305	2.2131341249076886e-10	3	3
ENSG00000160712	IL6R	F4_vs_F0	baseline	down	3735.9386117372896	-0.7120795311526827	0.10411914616759546	2.3626724357902115e-10	3	3
ENSG00000159314	ARHGAP27	F4_vs_F0	baseline	up	182.77355675878607	0.8177195318823138	0.11957237634560117	2.364676289597966e-10	3	3
ENSG00000120833	SOCS2	F4_vs_F0	baseline	up	170.43323073698878	1.2973132815228194	0.1897814666841423	2.4081379563173926e-10	3	3
ENSG00000129354	AP1M2	F4_vs_F0	baseline	up	16.947276507525523	1.59331766089632	0.233095001147377	2.4094661308855796e-10	3	3
ENSG00000116824	CD2	F4_vs_F0	baseline	up	91.96555995800047	1.0869779879576509	0.1590574696667933	2.432352910660219e-10	3	3
ENSG00000116882	HAO2	F4_vs_F0	baseline	down	5924.08874449503	-0.6010553326713189	0.08802579042416055	2.526292840202751e-10	3	3
ENSG00000188783	PRELP	F4_vs_F0	baseline	up	339.1948265635242	0.7898982084552284	0.11569382382185497	2.533773236628646e-10	3	3
ENSG00000179348	GATA2	F4_vs_F0	baseline	up	15.587675043093272	1.1921975590067948	0.17464603684198862	2.5490566098473443e-10	3	3
ENSG00000164294	GPX8	F4_vs_F0	baseline	up	64.36762348070255	0.9765697145494779	0.14307232729446062	2.5561434582965903e-10	3	3
ENSG00000206384	COL6A6	F4_vs_F0	baseline	down	155.67763045692672	-1.0240893264795452	0.15006280185381513	2.5747680998995346e-10	3	3
ENSG00000166920	C15orf48	F4_vs_F0	baseline	up	8.615515277267834	1.7122340149630915	0.2509139577320307	2.577590637293288e-10	3	3
ENSG00000130224	LRCH2	F4_vs_F0	baseline	up	12.011728957748945	1.3925821935479725	0.20411353383788633	2.598207296922075e-10	3	3
ENSG00000139211	AMIGO2	F4_vs_F0	baseline	up	71.70591502997904	0.6532840005908871	0.09579014651099065	2.641586128224581e-10	3	3
ENSG00000101448	EPPIN	F4_vs_F0	baseline	down	126.46836784303319	-0.8871342987517143	0.1300885494795674	2.641631999610939e-10	2	2
ENSG00000134574	DDB2	F4_vs_F0	baseline	up	495.98056838638365	0.6885485141466119	0.10099547326292158	2.6704321487169446e-10	3	3
ENSG00000150687	PRSS23	F4_vs_F0	baseline	up	612.4772838082923	0.6625008848881401	0.09723163773811522	2.735682420627006e-10	3	3
ENSG00000005884	ITGA3	F4_vs_F0	baseline	up	121.37303566171337	1.2224700473683363	0.17947388857998844	2.773421956842851e-10	3	3
ENSG00000160183	TMPRSS3	F4_vs_F0	baseline	up	40.5979985242159	1.4923300520102842	0.21917802126581665	2.8199977937320525e-10	3	3
ENSG00000077150	NFKB2	F4_vs_F0	baseline	up	251.40509908296806	0.6872615561133679	0.10101739715027429	2.9166391376420847e-10	3	3
ENSG00000150630	VEGFC	F4_vs_F0	baseline	up	50.483048491821364	0.8637840485015	0.12703478283932246	2.9895593511166655e-10	3	3
ENSG00000169213	RAB3B	F4_vs_F0	baseline	up	83.5819492789645	1.8159715476205147	0.26709382547620797	2.996428803534433e-10	3	3
ENSG00000197747	S100A10	F4_vs_F0	baseline	up	698.6317015437406	0.662027675580733	0.09752389979840302	3.2145525341441714e-10	3	3
ENSG00000162636	EEIG2	F4_vs_F0	baseline	up	182.5556550100538	0.7547133532627348	0.11130308531153776	3.383737007890416e-10	3	3
ENSG00000174175	SELP	F4_vs_F0	baseline	up	91.99333823187912	0.8052117708960532	0.11884502545028719	3.494104954239073e-10	3	3
ENSG00000147889	CDKN2A	F4_vs_F0	baseline	up	8.53732407049036	1.6037244352985938	0.23673907480433004	3.514208800154866e-10	3	3
